 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.008319805	0.015535142	0.028011113	0.039705046	0.03244305	0.10244251	0.77354336
a31	0.5717915	0.019980928	0.0442252	0.123881206	0.03362939	0.19692072	0.009570949
a20	0.031559993	0.00021876993	0.012412455	0.08074308	0.09764171	0.6869488	0.09047528
a31	0.0052473433	5.004381e-05	0.022050673	0.52417564	0.00873594	0.43697304	0.0027672513
a20	0.0017289357	8.305442e-07	0.02818852	0.3035882	0.28655803	0.36623028	0.013705251
a38	0.008549036	6.1303464e-05	0.035221774	0.3041783	0.15202688	0.42307928	0.07688353
a31	0.023043942	0.00013908987	0.07554722	0.30067652	0.023545526	0.53128135	0.045766372
a29	0.001032127	3.6106094e-06	0.2292768	0.2958171	0.017162658	0.45314693	0.0035608904
a20	0.0066638705	7.395094e-05	0.094239816	0.4550172	0.07084311	0.34181353	0.031348437
a31	0.0064027943	1.2237421e-05	0.058172964	0.5153209	0.0150409285	0.3847189	0.020331409
a20	0.0016613099	9.398407e-05	0.06580262	0.18263502	0.029365418	0.7014275	0.019014208
a46	0.00044491465	1.3471131e-05	0.034092728	0.22513425	0.0074263485	0.72578955	0.007098778
a31	0.00028105092	1.1724836e-05	0.071489885	0.194764	0.018258028	0.70556307	0.009632239
a20	0.02383752	0.0048305974	0.057188258	0.1839406	0.06904539	0.60110486	0.06005281
a31	0.0023426712	0.0006105992	0.06208746	0.11077114	0.03228559	0.7633113	0.028591229
a39	0.293693	0.07151034	0.069326326	0.08362303	0.08596082	0.08747186	0.30841467
a0	0.07678453	0.040317774	0.10878368	0.15290596	0.078101486	0.15093385	0.39217272
a20	0.017528336	0.008386705	0.07151128	0.22325985	0.14631018	0.4865332	0.046470392
a23	0.029154941	0.008882686	0.077171944	0.1271933	0.13717534	0.5194876	0.10093418
a31	0.033661034	0.010057358	0.087737784	0.077459045	0.08739006	0.42897484	0.27471986
a20	0.08048426	0.04324007	0.097928554	0.17924939	0.14812021	0.3381612	0.11281638
a31	0.11907095	0.049558394	0.077846974	0.10830269	0.098364264	0.152954	0.39390272
a46	0.21896322	0.120765775	0.11864882	0.12869999	0.11673227	0.12061408	0.17557582
</S>	0.06632167	0.045859747	0.053837955	0.068787724	0.04951429	0.07545205	0.64022654
