 	la	pasta	vuole	sale	</S>
a8	0.13197418	0.030919075	0.03847002	0.1383819	0.66025484
a31	0.215511	0.55984473	0.037815332	0.18549068	0.001338258
a28	0.1833244	0.21249278	0.17458321	0.41073722	0.018862413
a20	0.024906937	0.048930746	0.015569339	0.8078237	0.102769196
a31	0.0039151246	0.051175445	0.006726215	0.8310656	0.107117705
a11	0.5009132	0.45763296	0.003122488	0.037280757	0.0010506127
a18	0.030788345	0.32674173	0.023901617	0.5871818	0.031386502
a15	0.31075376	0.39236563	0.03451527	0.24008597	0.022279292
a31	0.23463154	0.21719164	0.045619413	0.45988834	0.042669103
a20	0.023793861	0.084218144	0.079508334	0.6743002	0.13817947
a6	0.014581199	0.044266853	0.03946581	0.68406695	0.21761912
a20	0.014919263	0.09101036	0.07584298	0.66945016	0.14877726
a21	0.04011359	0.5252539	0.15427025	0.22841296	0.05194933
a20	0.078043886	0.19700722	0.052237127	0.5352521	0.13745965
a0	0.09670296	0.36570784	0.07019093	0.32795346	0.13944471
a31	0.11637133	0.2606158	0.041874863	0.4100586	0.17107941
a39	0.17520969	0.2815437	0.0707525	0.23240395	0.24009016
a31	0.17394121	0.252091	0.08647169	0.19087933	0.29661682
a35	0.2002784	0.19715758	0.18448539	0.1975159	0.22056271
</S>	0.20016466	0.18454915	0.17839281	0.19694941	0.2399439
