 	non	so	cosa	stai	scrivendo	</S>
a31	0.3025289	0.10055721	0.028407047	0.09184401	0.27130258	0.20536023
a21	0.0040436997	0.0075717485	0.009184789	0.50234795	0.47537225	0.0014795914
a31	0.033822812	0.12938015	0.25420073	0.5345818	0.04493928	0.0030752935
a10	0.051422022	0.04852117	0.034218535	0.27951473	0.55618787	0.030135661
a7	0.013943538	0.023322934	0.07011927	0.5248934	0.3625523	0.0051684934
a41	0.0046642814	0.033178534	0.22138238	0.52273756	0.14667523	0.07136204
a31	0.011775317	0.026845256	0.09693761	0.17905349	0.27539304	0.4099953
a8	0.003070578	0.0055751726	0.00020949259	0.023009667	0.9658369	0.002298213
a31	0.00020448746	0.0010031121	0.00010087784	0.021268023	0.976779	0.0006445407
a8	0.077431306	0.029805431	0.014910443	0.10027792	0.61591107	0.16166383
a23	0.0066610854	0.010880754	0.005018221	0.03260143	0.9147113	0.030127248
a8	0.001716533	0.0027485213	0.00048744684	0.010379441	0.97724503	0.007423032
a31	0.0019517974	0.004265651	0.0003133974	0.014351267	0.9785688	0.00054912706
a21	0.034920074	0.048514094	0.019107414	0.083969176	0.77228546	0.04120378
a31	0.014511795	0.023613807	0.006742333	0.041139677	0.81843525	0.095557064
a24	0.1120165	0.1950633	0.15654416	0.15446177	0.2546406	0.12727363
a21	0.044034943	0.075097084	0.03619736	0.084706366	0.5443913	0.21557298
a31	0.04109278	0.053417817	0.019853441	0.05046464	0.55384016	0.28133124
a17	0.11675757	0.19276375	0.17055981	0.15354754	0.19911426	0.16725706
a20	0.06949193	0.06843152	0.049066134	0.08837136	0.29316851	0.43147057
a0	0.07893918	0.07486795	0.05564191	0.08012038	0.26574957	0.44468108
a31	0.154771	0.13724144	0.0801968	0.10193901	0.252978	0.2728737
a8	0.1504518	0.16580914	0.16020183	0.15695979	0.17639251	0.19018489
a37	0.0653574	0.06350468	0.053859547	0.08542343	0.26487604	0.46697894
</S>	0.12927596	0.1262425	0.114520356	0.12832327	0.22050011	0.28113776
