 	il	muro	vuole	uno	specchio	</S>
a46	0.118529454	0.100691386	0.04323882	0.04527709	0.09467998	0.59758323
a31	0.24317244	0.010716304	0.60689336	0.09851316	0.024839995	0.01586467
a24	0.48090485	0.004518846	0.16070472	0.26918134	0.08058385	0.0041063223
a37	0.36963817	0.00022589677	0.0045685046	0.25410894	0.12329494	0.24816358
a18	0.08606514	0.00016341695	0.12575635	0.18992682	0.41772208	0.18036613
a20	0.024843022	0.00047823376	0.022300903	0.06727896	0.48831254	0.39678636
a41	0.56650156	0.011739158	0.012311199	0.022333888	0.1598578	0.22725646
a31	0.6289078	0.004770645	0.020674864	0.08804281	0.10539204	0.15221184
a11	0.84076107	0.0051029907	0.0053865337	0.07502009	0.011467328	0.06226197
a31	0.5961319	0.091056	0.06566767	0.07353433	0.036364455	0.13724561
</S>	0.1277587	0.14154768	0.089646004	0.11768448	0.13314228	0.39022085
