 	ora	che	loro	non	vengono	più	</S>
a39	0.03236908	0.019473815	0.0061375448	0.0055403593	0.048262455	0.0841477	0.80406904
a20	0.44465223	0.54282385	0.0005225234	0.00971433	0.00065113115	0.0011201653	0.0005157261
a13	0.7942124	0.19048975	0.0017436808	0.010488373	5.7792213e-06	0.0029940377	6.5868015e-05
a17	0.59010255	0.3008074	0.012034044	0.08558036	6.050165e-05	0.009598934	0.001816222
a39	0.6075541	0.38481796	0.00047156142	0.0051689665	1.1567873e-06	0.0019098166	7.6459495e-05
a8	0.5895112	0.39681008	0.00077982666	0.011177443	1.464305e-06	0.0015417371	0.00017820005
a31	0.56610835	0.42292297	0.00069121964	0.008629681	1.7179517e-06	0.0014283427	0.00021769865
a15	0.5148115	0.31098253	0.02551207	0.06609232	0.00029433827	0.06283835	0.019468902
a38	0.5146137	0.45142314	7.3299016e-05	0.0012229611	0.00020028366	0.03176229	0.00070438697
a31	0.287848	0.3716363	0.0074809873	0.051345784	0.0011800736	0.1900722	0.09043664
a13	0.5063507	0.4514558	0.0012618931	0.002053414	9.6371905e-06	0.032898284	0.0059701907
a20	0.51461816	0.3153287	0.0027638027	0.002532307	2.4397368e-05	0.14876388	0.015968757
a7	0.610161	0.24608316	0.0013047864	0.0012203272	1.4043033e-05	0.1343916	0.00682511
a11	0.6074534	0.2843503	0.002673381	0.0027381596	1.2649257e-05	0.09061989	0.012152229
a24	0.63877326	0.29514584	0.003978274	0.0016037835	1.6941469e-05	0.051460676	0.009021295
a15	0.674682	0.2858454	0.006905209	0.0009496269	6.713277e-05	0.026023353	0.0055273236
a24	0.462605	0.328108	0.022079859	0.0086338585	0.0057414593	0.03681909	0.13601275
a31	0.4975592	0.43759745	0.036515713	0.0013764743	0.00055503316	0.01497219	0.011423944
a0	0.4775389	0.3909121	0.06332939	0.0013590389	0.00077684526	0.039673403	0.026410397
a18	0.5067616	0.36867303	0.046659403	0.0058124936	0.0022253862	0.037181605	0.032686472
a31	0.35342392	0.38516748	0.13951491	0.011950465	0.010061574	0.03793499	0.061946694
a38	0.27332082	0.37340644	0.21940048	0.016582638	0.015688183	0.045318615	0.056282897
a31	0.30686986	0.35569292	0.17116015	0.02432647	0.017650435	0.047673997	0.07662614
a20	0.1845578	0.34030747	0.29046038	0.041696116	0.037652064	0.046814617	0.058511637
a31	0.19389771	0.32233503	0.21304354	0.032673217	0.02982111	0.09974623	0.10848312
a35	0.15585728	0.32459044	0.27122927	0.060476042	0.05820518	0.06173002	0.067911826
a31	0.117960036	0.22631086	0.1837408	0.07126106	0.07208072	0.17950429	0.1491422
a18	0.15895243	0.3082258	0.25343955	0.06773303	0.06981875	0.06767517	0.07415529
a31	0.11761171	0.18677728	0.15738006	0.0894381	0.091536015	0.19151098	0.1657459
a46	0.1690991	0.26580098	0.21552745	0.08094483	0.09560616	0.08304254	0.08997897
a39	0.10454556	0.13514346	0.11892704	0.09402593	0.09858796	0.24319862	0.20557138
a31	0.13217974	0.14828694	0.14575759	0.128887	0.12937343	0.16488862	0.1506267
</S>	0.15160175	0.20136248	0.17744166	0.11379184	0.121189006	0.11578194	0.1188314
