 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
a31	0.03108969	0.020671917	0.026288927	0.0027433976	0.008059158	0.0059721977	0.0018898896	0.011319264	0.0015194556	0.0017710307	0.002110565	0.0022278875	0.0011330295	0.0043614265	0.0038994593	0.0052692196	0.007156488	0.02197163	0.016945072	0.30995148	0.16196223	0.3516866
a11	0.002367066	0.051031515	0.0023600243	0.006807123	0.015346525	0.005593217	1.0822562e-05	0.0003319908	0.0029601364	8.5621716e-05	0.000595	0.0018442958	2.5741912e-05	0.00029342237	0.002033601	0.014926116	0.62429583	0.1483145	0.09790177	0.01966266	0.0026835576	0.0005295382
a23	3.142952e-07	0.000107676446	5.0904266e-08	0.000148999	8.0915335e-05	0.00860196	6.402587e-08	3.8079693e-07	0.0034401517	0.00034204527	0.0029809691	0.021157023	0.00015232865	0.00045777744	0.13506974	0.15161562	0.34193623	0.22760123	0.10236245	0.0019666404	0.0013024982	0.00067484775
a46	2.498483e-07	0.0008526553	4.081595e-08	0.0014468858	0.002393533	0.051535428	5.342295e-07	9.977699e-08	0.025644757	0.00078475196	0.0070663015	0.028704308	0.0035242597	0.004746284	0.09050561	0.10718854	0.21336736	0.24975568	0.17338067	0.016384782	0.015975501	0.0067417375
a8	2.3901774e-07	0.00089596235	3.6132494e-08	0.00090905896	0.0016898388	0.01994452	3.4336918e-07	4.243229e-08	0.0107284235	0.00054253644	0.0030593162	0.019290395	0.0030461063	0.0035902618	0.096720114	0.10872622	0.22932667	0.24741277	0.20659547	0.021228606	0.019435704	0.006857378
a31	8.601925e-07	0.0034994753	1.3784832e-07	0.0029939765	0.005899196	0.02082737	2.050682e-06	7.8574764e-08	0.011259599	0.00031771764	0.0025651099	0.020285258	0.009602895	0.007867211	0.05779765	0.06519585	0.2544305	0.26508018	0.1746431	0.041840103	0.026256688	0.029634956
a20	9.234832e-08	0.0007271993	1.03400115e-08	0.0020232305	0.0060047926	0.0072734714	3.8726523e-07	5.6014446e-08	0.0041677468	9.9095756e-05	0.0014298813	0.0066771163	0.0018356747	0.0025194401	0.043735072	0.06786484	0.19813456	0.21384364	0.32349482	0.0716883	0.03016123	0.018319339
a31	1.9057144e-07	0.0036006048	1.0960831e-07	0.0021262257	0.011158732	0.0017613317	4.47803e-07	9.4628945e-08	0.00024719856	6.923747e-05	7.867992e-05	0.0011053375	0.00088373927	0.0020860792	0.032320183	0.036761377	0.582789	0.22142431	0.08464273	0.013531027	0.0046504857	0.0007629112
a39	6.4681495e-07	2.7040332e-05	4.071742e-07	0.00022513216	0.0004363115	0.00013437719	6.513694e-08	4.6011104e-07	9.3869465e-05	6.5465324e-06	1.1783915e-05	0.00024880204	4.7290077e-06	6.108435e-05	0.0018945369	0.0066770623	0.23410127	0.4423293	0.20184968	0.051080827	0.05639585	0.0044202083
a10	9.218901e-07	0.00091335404	1.0111174e-06	0.0036067225	0.0126012685	0.002275199	2.5103202e-06	1.4620883e-06	7.430364e-05	0.000110714325	3.3524317e-05	0.00015815158	0.00012854567	0.001468939	0.0431048	0.03541026	0.3843161	0.3593573	0.11746885	0.022420412	0.014579491	0.0019661656
