 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.12939356	0.01479446	0.19512577	0.03404717	0.021945054	0.2534674	0.039783698	0.020569948	0.290873
a8	0.098334014	0.00092228985	0.031716477	0.017752213	0.012107494	0.09682832	0.559487	0.15953699	0.023315115
a31	0.86231816	1.11353e-05	4.1704684e-06	0.044049665	0.0001508667	8.572929e-06	0.0012961592	0.08512147	0.0070397067
a29	0.1019002	0.00013913389	0.0020714772	0.04402567	0.00237036	0.008747984	0.047352444	0.7836701	0.009722574
a11	0.14978963	0.00016960822	0.001947022	0.05739119	0.0015800536	0.0036462338	0.0512038	0.593996	0.14027648
a31	0.020209808	3.361888e-05	0.00086918654	0.6249632	0.16546018	0.0005339706	0.016608693	0.020741304	0.15057994
a17	0.1440259	0.0032842208	0.013501566	0.13158908	0.012246603	0.06016124	0.47941104	0.14110784	0.014672537
a21	0.009759404	0.000107622414	0.00036720402	0.014611042	0.0015842238	0.0004789778	0.0035389154	0.9653958	0.004156723
a24	0.009393616	0.000108231165	0.0001889831	0.004452545	0.0011954003	0.00017802487	0.008683723	0.97460234	0.0011971481
a31	0.1253172	0.0010234717	0.0011540754	0.003804759	0.0008582808	0.0003129239	0.010219798	0.856444	0.00086542824
a18	0.3419382	0.061024982	0.082910985	0.24077272	0.02866721	0.025306638	0.06367369	0.10856203	0.0471435
a31	0.3883122	0.0718493	0.034387186	0.23829952	0.025639141	0.042629838	0.058193885	0.091447115	0.049241778
a8	0.13535748	0.11339934	0.34850994	0.10077774	0.040893782	0.032199685	0.029672004	0.06876247	0.13042752
a31	0.33063367	0.123201914	0.037972227	0.2384915	0.020735832	0.016812898	0.031898826	0.085485935	0.11476718
a11	0.11524025	0.22949274	0.30433366	0.056012236	0.027437558	0.080323555	0.028805694	0.04911523	0.10923909
a31	0.14352423	0.23081064	0.091802254	0.11875381	0.06430797	0.06804867	0.0725868	0.1009663	0.109199345
a8	0.10525629	0.23805305	0.28151393	0.047913328	0.029029215	0.100240655	0.034365118	0.03968043	0.12394796
a24	0.12383702	0.14125459	0.09958425	0.116506204	0.085065596	0.08877909	0.09135559	0.10337678	0.15024088
a31	0.11122436	0.18801259	0.13996902	0.09401503	0.07266956	0.10058484	0.081127375	0.0923205	0.12007677
a37	0.08879255	0.20665963	0.2760121	0.051805276	0.036870077	0.11936954	0.0431425	0.04882256	0.12852584
a31	0.118480735	0.13669394	0.09470643	0.110131614	0.08046282	0.084074415	0.08947798	0.10427866	0.18169342
a28	0.068705074	0.12257889	0.28676134	0.038991526	0.041664343	0.18026026	0.056602307	0.030365298	0.17407092
a31	0.113192245	0.12351282	0.102640346	0.10817021	0.08982553	0.09392257	0.09647834	0.10598862	0.16626935
</S>	0.06674159	0.1033645	0.28709596	0.037848253	0.04406893	0.19412105	0.06090781	0.027804052	0.17804785
