 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.11701074	0.05778383	0.11255218	0.0071630413	0.010515733	0.24446256	0.45051193
a20	0.02571355	0.48971498	0.13807532	0.3338883	0.005296811	0.0030012298	0.0043098633
a17	5.053594e-05	0.008293709	0.0019328136	0.9688352	0.020793313	2.4652336e-06	9.205802e-05
a31	0.00015117943	0.0030419198	0.0024852771	0.93499035	0.03275772	4.8210437e-05	0.02652523
a39	0.0021727271	0.101037115	0.011451418	0.83370453	0.050326474	8.457429e-05	0.0012232108
a31	0.0019200282	0.060772922	0.016649134	0.4818957	0.40179247	0.00049792125	0.036471833
a20	0.13067555	0.6127061	0.09958246	0.06889481	0.03355411	0.022486554	0.032100473
a31	0.023469178	0.38529518	0.1371664	0.04930099	0.106397055	0.10270624	0.195665
a13	0.55477697	0.1738811	0.042175733	0.022100052	0.045547727	0.060206424	0.101312004
a24	0.158068	0.15910459	0.08297788	0.049843047	0.14784595	0.1375909	0.2645697
a46	0.0916625	0.1405755	0.08796386	0.03765583	0.13557437	0.16665854	0.33990946
a31	0.07071049	0.16970913	0.10994698	0.04969129	0.07541031	0.17930704	0.34522477
a20	0.4408297	0.11534261	0.07627754	0.04515624	0.08387105	0.10742464	0.13109829
a31	0.08995522	0.15590106	0.09752951	0.08309048	0.09414702	0.15718676	0.32218996
a18	0.57656026	0.08982327	0.061522983	0.0531605	0.064093105	0.07206952	0.082770385
a20	0.1409082	0.13629603	0.12634423	0.12206014	0.13828719	0.14959742	0.18650684
a31	0.13379867	0.134519	0.1296611	0.13016286	0.14679419	0.14797232	0.1770919
a11	0.41488865	0.10722029	0.09217668	0.08707311	0.09490517	0.09889473	0.10484128
a31	0.13354923	0.13644846	0.13170262	0.13352962	0.14022079	0.14749263	0.17705666
a28	0.5050954	0.09481633	0.07730348	0.07424411	0.079337835	0.08189908	0.08730375
a41	0.13533722	0.1371827	0.13282947	0.13488263	0.13798124	0.14701311	0.17477363
a8	0.14271186	0.13373338	0.13399687	0.13698313	0.1535889	0.14396015	0.15502575
a33	0.104797736	0.108278744	0.11261786	0.12644927	0.21069904	0.14867371	0.18848361
</S>	0.08957805	0.104895875	0.102162704	0.11829153	0.25664064	0.14089112	0.18754004
