 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
a8	0.0172246	0.01066483	0.001631529	0.0019002823	0.012154856	0.022107251	0.031125898	0.015170448	0.025349135	0.16578321	0.37020087	0.3266871
a3	0.018488191	0.8402425	0.021269388	0.01234035	0.00034892853	0.041465823	0.058370233	0.0018458654	0.00058600056	0.0026421745	0.0019149644	0.00048558458
a31	0.068608105	0.08311974	0.092251	0.03903301	3.992259e-07	0.29715246	0.3156927	0.0918345	0.010627594	0.0014804997	4.4677683e-05	0.00015533774
a7	0.025913995	0.0025651772	0.006035965	0.003039904	3.567322e-08	0.1791968	0.60803944	0.15250254	0.0217996	0.00065617356	1.8799068e-05	0.00023158747
a20	0.0049143676	0.0014481196	0.00040218007	0.0005532867	6.578668e-08	0.4886025	0.47220778	0.026671104	0.004513082	0.00063996244	3.455049e-05	1.299384e-05
a24	0.011930704	0.010640655	0.005520236	0.017104391	1.7452983e-05	0.6595759	0.24505012	0.02634934	0.005909767	0.007073888	0.0006222801	0.010205243
a31	0.04102512	0.14434026	0.013035211	0.006883262	1.3252956e-05	0.40963078	0.32786575	0.011918481	0.003754603	0.018538382	0.008725827	0.014269103
a20	0.034828905	0.046666693	0.0037898608	0.0011110634	1.3557496e-06	0.4442877	0.3162695	0.06577266	0.038097166	0.03844992	0.010109532	0.000615784
a31	0.003953913	0.008232086	0.0021964866	0.0006179819	1.6158463e-05	0.16855638	0.5153203	0.08761719	0.05038937	0.10499523	0.05548617	0.0026187487
a28	0.41772038	0.3601971	0.033556405	0.007032463	0.00276644	0.013269302	0.00927349	0.007555215	0.026639288	0.027207788	0.011711393	0.0830708
a31	0.10177482	0.29536828	0.044203717	0.014162595	0.004750032	0.04231042	0.037828058	0.009658787	0.024455512	0.1265075	0.22011054	0.07886976
a3	0.3684806	0.21123526	0.05810371	0.023287823	0.015421639	0.01681145	0.015196339	0.010354704	0.01580344	0.02795946	0.0317323	0.20561324
a31	0.19147423	0.4142447	0.059859324	0.025274344	0.0146543095	0.014866694	0.013727224	0.0044380343	0.008155823	0.041586027	0.12929083	0.08242841
a35	0.31502318	0.17275515	0.058194455	0.023066882	0.015094716	0.011285427	0.0108874235	0.0054523447	0.008544414	0.026039975	0.048899326	0.30475667
a31	0.14129037	0.56028706	0.07454758	0.037822567	0.029590264	0.0069721597	0.0070437505	0.0036353683	0.005562954	0.017186888	0.061913848	0.054147232
a20	0.26871806	0.20288818	0.12413334	0.051908497	0.036704313	0.009176717	0.009796497	0.0052027614	0.0090692695	0.018098494	0.041787766	0.22251606
a0	0.075198315	0.56711614	0.07210911	0.045684874	0.057279922	0.009881913	0.009776998	0.008444551	0.010361134	0.020947	0.046627704	0.076572284
a31	0.07794604	0.29644474	0.14376888	0.10481706	0.12679866	0.018505758	0.018900396	0.01441887	0.01917103	0.026962051	0.051806033	0.10046051
a38	0.08727121	0.25141457	0.16491973	0.11105669	0.13004488	0.018007645	0.01851545	0.014531669	0.017805252	0.023653183	0.04478016	0.11799959
a8	0.0713448	0.20355007	0.08031264	0.06978601	0.0947808	0.0429876	0.042521805	0.041533936	0.044748317	0.0596842	0.08696646	0.1617833
a31	0.08112308	0.096144214	0.08315653	0.079294965	0.08501544	0.07501542	0.07392104	0.07359958	0.078984015	0.08127795	0.0846966	0.10777113
a46	0.083659336	0.21418035	0.16766857	0.11092281	0.15615915	0.029162113	0.029326886	0.028235093	0.033736374	0.03281669	0.035141487	0.07899117
a31	0.06106366	0.12862493	0.05780046	0.053072866	0.06452697	0.040177125	0.03950402	0.039324876	0.043669205	0.07467348	0.13038957	0.26717284
</S>	0.14292963	0.11341698	0.118391834	0.07372262	0.08061912	0.04601659	0.045197528	0.04966383	0.06476644	0.05761808	0.047370218	0.16028714
