 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.015132033	0.025831494	0.005244914	0.0027221001	0.0029560013	0.021225398	0.0022877525	0.007245046	0.0761453	0.13870324	0.7025067
a37	0.053653006	0.05965912	0.0161376	0.008458187	0.008269869	0.0010064073	0.07128022	0.121816196	0.28602123	0.3556036	0.018094484
a31	0.25456655	0.046253517	0.0020774656	0.040388055	0.20945665	1.3605058e-05	0.19624075	0.08722771	0.029917497	0.12849382	0.0053643887
a20	0.018090742	0.008754654	0.0041945525	0.0053147282	0.004123951	2.9500385e-05	0.031571776	0.23581502	0.09936009	0.5106864	0.082058646
a31	0.07892497	0.029726839	0.012374686	0.1369334	0.0959165	3.0755e-05	0.02523721	0.34145138	0.13901901	0.122945935	0.017439209
a20	0.04783867	0.36912167	0.1080857	0.26491016	0.05925619	7.121916e-05	0.0064197914	0.033564176	0.07819829	0.020295419	0.012238753
a31	0.041182026	0.10265878	0.03922427	0.20828769	0.04575946	2.7598418e-05	0.012942341	0.1304552	0.22904499	0.16977936	0.02063837
a11	0.081174694	0.5567861	0.019494377	0.11752489	0.04841868	0.00035149363	0.006315164	0.012814607	0.090328515	0.03407004	0.032721434
a31	0.036975905	0.3340295	0.023254845	0.17831571	0.04448155	3.8110415e-05	0.009798144	0.07134153	0.23403803	0.05020135	0.017525427
a20	0.029067103	0.27114135	0.006129857	0.03668911	0.021905519	0.00047790186	0.018968642	0.03848691	0.3900613	0.13259363	0.05447873
a31	0.034753107	0.3413601	0.0067231664	0.030252561	0.0119964555	0.00036549332	0.006821568	0.07978261	0.25754362	0.1430023	0.08739905
a29	0.016718497	0.20560722	0.023092726	0.050735272	0.036739033	0.008289623	0.043121584	0.061167434	0.15653592	0.32421264	0.07378004
a46	0.022366239	0.13190061	0.02834982	0.04933299	0.032745037	0.007940731	0.0077831936	0.12874393	0.1606133	0.22055179	0.2096723
a18	0.023857107	0.06254417	0.06720679	0.07517005	0.08862908	0.029744325	0.010469938	0.043866962	0.10930941	0.123121366	0.36608082
a31	0.021414112	0.048006453	0.093551196	0.12178845	0.24518046	0.037889913	0.029480172	0.059190683	0.04371871	0.06229369	0.23748615
a28	0.073509134	0.15168579	0.12838121	0.1428551	0.12853335	0.07863413	0.015486874	0.043330908	0.07291163	0.046737462	0.11793444
a20	0.023804514	0.09498886	0.11810105	0.124951266	0.16769288	0.04895234	0.017510248	0.023381477	0.05029688	0.10223973	0.2280808
a41	0.03389018	0.06569313	0.1026324	0.112233944	0.18179776	0.046584826	0.035428986	0.043446437	0.053338405	0.09775635	0.22719757
a28	0.020177456	0.06149356	0.11798991	0.1638134	0.33938682	0.035924748	0.03233167	0.043514486	0.026853839	0.045128707	0.11338541
a8	0.015485347	0.069785856	0.12344824	0.1872642	0.39608687	0.026575724	0.030487124	0.045834467	0.017787935	0.028586736	0.058657516
a23	0.028263882	0.07739058	0.10661247	0.14123857	0.28562447	0.033248726	0.036519926	0.05219955	0.033319194	0.06389283	0.14168972
a31	0.03082645	0.05940662	0.07611291	0.08409406	0.1410472	0.036011666	0.031300075	0.04186863	0.054719698	0.13139924	0.3132135
a39	0.045892607	0.07454236	0.11365572	0.14969398	0.26480997	0.05368122	0.062280096	0.069415286	0.049143635	0.053515505	0.06336968
a20	0.04639127	0.08636716	0.11874251	0.12926011	0.2065161	0.05544223	0.044769704	0.04967999	0.049929067	0.074372955	0.13852887
a39	0.048110496	0.06823341	0.08353597	0.0872424	0.12455514	0.051606167	0.04605294	0.050828867	0.06435895	0.117585495	0.25789014
a8	0.05797819	0.07933935	0.10117006	0.12057447	0.18310624	0.06193279	0.066280775	0.07162301	0.06319732	0.077749304	0.1170486
a31	0.061262008	0.081786305	0.10042959	0.10611768	0.1474313	0.065847	0.060729522	0.064128965	0.06725736	0.09067884	0.15433143
a28	0.056619354	0.07759419	0.10211925	0.14102553	0.21169187	0.05917665	0.076206386	0.08047586	0.061716635	0.063567854	0.06980644
a20	0.06463774	0.08906569	0.10522243	0.113647655	0.15984331	0.06530718	0.061498035	0.06490855	0.06567994	0.08293352	0.12725602
a8	0.06401693	0.073898375	0.08254312	0.084411174	0.10120766	0.06581865	0.06252992	0.06463776	0.077053785	0.112990394	0.21089223
a23	0.0736773	0.08049643	0.086182036	0.091009185	0.10384598	0.07437026	0.07522323	0.077232145	0.08210553	0.10144368	0.1544143
a8	0.06937989	0.07615618	0.08246156	0.08361999	0.09495885	0.071005955	0.0685572	0.07029767	0.08090394	0.110657685	0.19200113
</S>	0.07533054	0.08025964	0.08411491	0.087048925	0.095921256	0.075752996	0.07605123	0.07779446	0.083855085	0.10425767	0.15961322
