 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.016525486	0.0054192506	0.022904497	0.0057923454	0.0014487426	0.002319818	0.019641353	0.04028776	0.8856607
a28	0.00011169898	0.00027256532	5.700794e-05	0.0017933128	0.15669866	0.16936064	0.21299525	0.45675346	0.0019573022
a31	0.00015027227	0.0015474766	5.6673885e-06	0.02746177	0.73019767	0.078987494	0.013460323	0.13777542	0.010413952
a8	2.7068221e-05	2.3730541e-05	6.826061e-05	0.022939697	0.04630812	0.5138484	0.09090417	0.24282204	0.08305851
a31	5.9608396e-06	0.00023361333	2.8279686e-05	0.04214051	0.40359247	0.18546574	0.010765401	0.3543687	0.0033994175
a28	5.158766e-05	0.0003117371	0.00017595266	0.007409778	0.1382445	0.010253851	0.05338068	0.74223495	0.047937073
a10	3.339253e-05	0.0004305098	0.008243584	0.0430195	0.31066784	0.11804279	0.12392293	0.29748976	0.09814963
a39	1.2791842e-05	0.00023035126	0.003351444	0.08527286	0.07625803	0.06501443	0.23278657	0.41826007	0.11881346
a31	5.115907e-06	0.00010386066	0.00027030119	0.12898381	0.047984075	0.025697427	0.12301062	0.61491764	0.059027217
a20	0.000105613086	0.00022685099	0.00043884083	0.007135365	0.12949221	0.05072939	0.14615352	0.5847173	0.08100097
a31	0.000278972	0.0008717747	0.000448379	0.006381085	0.04532557	0.020046497	0.15544029	0.6470339	0.12417353
a18	0.016367014	0.016252007	0.021042055	0.02320275	0.016902348	0.061960205	0.27803433	0.45544147	0.110797845
a41	0.013823152	0.026049646	0.007017375	0.020439973	0.043250136	0.029173385	0.13785665	0.61151385	0.11087578
a7	0.0032786885	0.011990566	0.0024663077	0.030715847	0.058405068	0.035283867	0.13394487	0.6880496	0.035865285
a38	0.003426613	0.011676139	0.0018618378	0.04264296	0.14536576	0.035942823	0.10025794	0.63493395	0.023892079
a10	0.0011870455	0.00438409	0.0006403288	0.019003145	0.119371966	0.020284805	0.060662884	0.7617627	0.012703074
a31	0.0007763231	0.0030649612	0.000416399	0.011071158	0.23358594	0.029710803	0.05907448	0.65252346	0.00977648
a46	0.0124738645	0.046783704	0.0048894775	0.059252262	0.052892897	0.029866682	0.09595055	0.65310305	0.044787504
a31	0.010687626	0.03993234	0.0052228994	0.024199594	0.016914288	0.010626827	0.078490034	0.7155222	0.09840424
a24	0.11754826	0.10439714	0.07837111	0.08208696	0.14509931	0.07171301	0.10190024	0.17011327	0.12877074
a28	0.038592592	0.06584609	0.021386355	0.044725858	0.05620772	0.026037507	0.07386435	0.48697963	0.18635988
a24	0.03855792	0.08940413	0.019601049	0.08416076	0.07546654	0.027175806	0.06843644	0.46715662	0.13004081
a15	0.025378464	0.12967351	0.014281337	0.12526576	0.04566447	0.023095326	0.06999351	0.48922682	0.0774208
a24	0.020149088	0.1070131	0.016204923	0.048784915	0.018965395	0.014954237	0.08495065	0.4853102	0.2036675
a21	0.021259721	0.061207596	0.018613752	0.17537482	0.0856677	0.04773075	0.0782457	0.43057388	0.08132603
a31	0.0381004	0.0690624	0.02812092	0.11819652	0.09136255	0.048826143	0.094338425	0.42275116	0.08924154
a20	0.093332894	0.100239925	0.07422819	0.12610899	0.1309027	0.08078583	0.09686112	0.17459078	0.12294965
a31	0.0627795	0.08571682	0.052056264	0.068155475	0.07047068	0.054227192	0.08785706	0.27931514	0.23942183
a8	0.10886309	0.106637016	0.11121346	0.106323235	0.112555325	0.10995847	0.11079467	0.11338619	0.120268546
a31	0.06660456	0.07143337	0.065540195	0.071825475	0.07208776	0.06802051	0.09166088	0.22407831	0.26874888
a20	0.09480567	0.08742492	0.1458968	0.08684854	0.091150254	0.1384008	0.13020958	0.091706894	0.13355649
a31	0.05675201	0.060203888	0.056418628	0.058141526	0.05804878	0.058583565	0.087229006	0.24508256	0.31954002
a20	0.06959843	0.05579329	0.19679284	0.05546257	0.05634457	0.18070786	0.1601939	0.062788256	0.16231826
a31	0.06866684	0.07103924	0.06875386	0.06934096	0.069152094	0.07039666	0.092549846	0.21144783	0.27865264
a8	0.059563596	0.041808825	0.21451844	0.041490905	0.041273613	0.19757918	0.17482257	0.05051039	0.17843255
