 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.24483323	0.2532397	0.036204215	0.02131708	0.011859606	0.03135874	0.040808186	0.1282753	0.042586394	0.051216472	0.13830109
a6	0.001672856	0.008165277	0.008495168	0.013757147	0.030304043	0.18646505	0.002529926	0.7421895	0.005185344	0.0011592133	7.6475066e-05
a37	0.0027576913	0.0072764284	0.02979625	0.10450649	0.16532436	0.40503368	0.00922464	0.25969067	0.0025001313	0.013802075	8.763633e-05
a24	0.0032894094	0.017093565	0.17832112	0.35196337	0.25373948	0.1252556	0.018614352	0.012297822	0.004792219	0.029726336	0.0049066963
a28	0.0052555967	0.025791455	0.081578515	0.2892317	0.21470028	0.3499984	0.0013543566	0.023387218	0.0014398589	0.0060516247	0.0012110055
a31	0.0064100334	0.030902684	0.1278032	0.37840196	0.18789957	0.2554876	0.00034116427	0.008356956	0.00071637105	0.0021772268	0.0015032095
a46	0.0014615352	0.016942792	0.06956678	0.30146843	0.2802405	0.31566364	0.00044163995	0.007868287	0.0020525185	0.0038099657	0.00048382877
a8	0.0052802423	0.06354906	0.026344609	0.12115022	0.1791186	0.547958	0.0048181503	0.032958686	0.0047418033	0.013983046	9.7539494e-05
a31	0.0024484536	0.10144113	0.102815665	0.38752544	0.20494269	0.19158857	0.00079552404	0.0028834746	0.0022031544	0.0028168913	0.00053907424
a10	0.0046198126	0.06672804	0.0445672	0.18518896	0.17140199	0.49544102	0.0011676901	0.02511254	0.0017807041	0.0038971808	9.490859e-05
a37	0.03963536	0.06338329	0.031394724	0.05752333	0.071351744	0.31066644	0.02585382	0.3649962	0.0067331893	0.027380534	0.0010814206
a10	0.018630987	0.13041708	0.04787661	0.11336404	0.18535289	0.15298878	0.028919464	0.27512032	0.010561803	0.03641816	0.00034981643
a17	0.022509135	0.14546433	0.04858089	0.08634387	0.15982921	0.11461172	0.0245008	0.3527555	0.01295654	0.032050595	0.00039739034
a20	0.011556302	0.026117943	0.011796644	0.010395125	0.010980968	0.094257794	0.013792911	0.800236	0.00715837	0.01267801	0.0010298752
a31	0.017783903	0.024507709	0.0066043935	0.004246237	0.0036983113	0.023706568	0.008205657	0.8719929	0.01198214	0.019701589	0.007570675
a20	0.0027035219	0.021966264	0.038369153	0.051976424	0.05102344	0.1394267	0.0067590014	0.67948776	0.003276829	0.0048630685	0.00014785178
a31	0.054922517	0.2331616	0.17032848	0.10650349	0.04671921	0.08834638	0.011972607	0.20416312	0.018048208	0.03879739	0.027036993
a13	0.042331826	0.15121548	0.22087245	0.22139503	0.08832577	0.05692025	0.025804916	0.08529176	0.02520931	0.034567103	0.048066054
a10	0.03586013	0.19323047	0.28943166	0.21634966	0.06602925	0.038409323	0.009452351	0.06107057	0.012476794	0.027276421	0.05041343
a31	0.053035133	0.10981624	0.15927081	0.17708261	0.09794252	0.0716336	0.040893048	0.10684822	0.042148583	0.058381952	0.08294726
a17	0.06237701	0.12416418	0.16234668	0.16929589	0.09882951	0.06995574	0.057106018	0.061351877	0.054412004	0.060600914	0.07956016
</S>	0.044611637	0.07760644	0.08491806	0.083597705	0.05237311	0.038742263	0.02929785	0.049326364	0.041432593	0.16330652	0.33478743
