 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.015701989	0.0048689465	0.005029399	0.004797338	0.07179416	0.8236946	0.07411364
a46	0.007549029	0.92164516	0.0014116205	0.06437825	0.0011945472	0.0030238521	0.0007974995
a31	0.08939863	0.8267975	3.7687812e-05	0.0837259	1.9306897e-06	6.6089906e-06	3.17616e-05
a17	0.35991505	0.44919074	0.00057816255	0.18966569	1.955036e-06	1.3063544e-05	0.00063539227
a37	0.062793106	0.47823417	0.001454998	0.45551115	0.00015400558	0.0007656089	0.0010868926
a31	0.059137654	0.55906767	0.017011741	0.07372662	0.00021959523	0.0010834445	0.28975323
a39	0.091193095	0.49229977	0.04051946	0.2514681	0.0025564288	0.11843285	0.0035302308
a31	0.005377056	0.05529431	0.03094485	0.40735567	0.012554128	0.47811761	0.010356401
a37	0.059866183	0.89130574	0.00471393	0.0058505903	0.0023007493	0.028570186	0.007392624
a31	0.028685333	0.37537444	0.027072461	0.033451874	0.012771477	0.45232013	0.0703243
a46	0.43483055	0.38444722	0.031112216	0.010899107	0.029287826	0.05411045	0.05531256
a31	0.28802106	0.33368868	0.01761631	0.013392557	0.022030532	0.19558302	0.12966785
a46	0.29398653	0.15672435	0.23332223	0.0553837	0.05719782	0.07856177	0.12482362
</S>	0.1537272	0.11323118	0.07420234	0.074510515	0.080318056	0.29259005	0.21142067
