 	voglio	che	Maria	venga	domani	</S>
a20	0.034089148	0.0117991995	0.07554069	0.09552263	0.21272604	0.57032233
a21	0.069877125	0.9265835	0.00069332967	0.00030334512	0.0008579853	0.0016846922
a31	0.24442357	0.7555374	4.435466e-07	1.1627096e-07	5.1153693e-06	3.3293407e-05
a37	0.7505921	0.24864021	6.814456e-06	5.3668873e-06	0.0002505063	0.00050487905
a31	0.27431798	0.71807593	5.5161687e-05	1.7195616e-05	0.0003047057	0.007229014
a35	0.980827	0.011857061	2.2343407e-05	0.00027558437	0.0058633066	0.0011547551
a31	0.03345549	0.8851522	0.00024142204	3.457207e-05	0.007086953	0.07402932
a20	0.31091726	0.20991398	0.00044288783	0.04106169	0.42845735	0.009206825
a31	0.29516283	0.3896662	0.00042046158	0.020803742	0.25072274	0.043223944
a18	0.2892759	0.38879728	0.056272093	0.033056375	0.10016595	0.13243234
a31	0.107105576	0.66671807	0.014453806	0.012290557	0.10609627	0.09333579
a3	0.41234007	0.14805265	0.11390955	0.054536834	0.12047412	0.15068676
a13	0.12511022	0.42586285	0.12039906	0.03476028	0.0728785	0.22098911
a37	0.09058044	0.41646582	0.10114774	0.07743841	0.14713205	0.16723554
a46	0.07468121	0.23221909	0.088977724	0.13412972	0.28937253	0.18061972
a31	0.10127429	0.18287514	0.10900225	0.1571142	0.27343592	0.1762982
a18	0.13945134	0.33715203	0.1314527	0.120542675	0.1370421	0.13435918
a46	0.14326452	0.23830295	0.14397344	0.13775197	0.1652746	0.17143247
</S>	0.15200755	0.19296725	0.15350981	0.1571358	0.17127022	0.17310938
