 	che	vende	buon	pane	</S>
a17	0.11357167	0.026773931	0.014749717	0.1477732	0.69713145
a31	0.033089466	0.93498385	0.02516349	0.0063449787	0.000418217
a11	0.5145985	0.19628593	0.014500105	0.26745734	0.0071581253
a39	0.5658159	0.16667464	0.004294997	0.06556857	0.19764583
a35	0.060942695	0.2711362	0.006746819	0.39057538	0.2705989
a39	0.22814374	0.5119118	0.007578025	0.14312471	0.10924175
a31	0.12557733	0.840879	0.009695983	0.01281785	0.01102991
a24	0.3088946	0.6284475	0.040320236	0.012510035	0.009827624
a18	0.41656163	0.25453365	0.21494718	0.054208327	0.059749156
a31	0.35724834	0.19537807	0.14335775	0.073266216	0.2307497
a13	0.20305775	0.20202167	0.21663925	0.08832409	0.28995728
a31	0.24225461	0.13001727	0.13704222	0.098184116	0.3925017
a46	0.13318108	0.27309164	0.22679943	0.12623313	0.24069476
a8	0.1530139	0.1388406	0.15505667	0.17666295	0.37642586
</S>	0.14368488	0.14830336	0.23912074	0.19022597	0.27866504
