 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.010797527	0.007485764	0.090501815	0.2342894	0.1412052	0.2992409	0.09613613	0.12034334
a23	0.01242432	0.03110027	0.01221899	0.015731672	0.013212383	0.048008844	0.8649289	0.0023746514
a20	0.15112883	0.84245116	2.633708e-06	5.9171884e-07	1.1192287e-06	1.6926246e-05	0.005032977	0.0013657506
a28	0.03061501	0.17495194	4.636304e-06	2.8873665e-06	8.630538e-06	0.0038092507	0.69209224	0.09851546
a31	0.03990936	0.38918498	1.1112436e-05	1.5365289e-05	1.9443693e-05	0.0022477056	0.34235638	0.2262556
a17	0.18586582	0.19076313	2.1338037e-05	8.6716955e-06	1.2789173e-05	0.00038659587	0.58119303	0.041748527
a31	0.050476205	0.045572605	3.6946298e-05	2.1936183e-05	3.3410077e-05	0.0019725645	0.79908574	0.10280058
a19	0.027485339	0.008596946	0.0032220997	0.012287399	0.009901962	0.14685412	0.76736176	0.024290357
a31	0.0057145623	0.0013874671	0.0014030058	0.0080033885	0.004985875	0.06617724	0.9041334	0.008195216
a20	0.07236583	0.039090294	0.036699176	0.12358905	0.05373834	0.14726588	0.32423392	0.20301752
a31	0.049109302	0.04312203	0.06111005	0.19568947	0.12153742	0.3218433	0.11035081	0.097237624
a20	0.18194948	0.07611347	0.110629804	0.052432742	0.013081523	0.03782767	0.03924702	0.4887183
a31	0.13708434	0.117929555	0.09482487	0.053198423	0.0989191	0.23747253	0.08836897	0.17220221
a20	0.25787458	0.091698445	0.16163316	0.038173504	0.008268805	0.027045071	0.026315978	0.38899043
a24	0.15543522	0.17247035	0.08082829	0.031648044	0.073167965	0.2153921	0.08496541	0.18609264
a31	0.19870436	0.07245033	0.104111806	0.06204693	0.03472355	0.06173505	0.062342074	0.40388593
a38	0.22485922	0.13528189	0.12507617	0.03605018	0.037873052	0.111823045	0.07194997	0.25708646
a31	0.18218979	0.19904006	0.07644125	0.030116023	0.03880251	0.1291175	0.099369	0.24492386
a28	0.29377002	0.16775586	0.13147332	0.023731066	0.015383861	0.036757708	0.045908462	0.28521976
a20	0.12411359	0.19944103	0.056630645	0.030818217	0.05817209	0.18424323	0.10680686	0.23977426
a31	0.10613092	0.19039854	0.05119857	0.037456818	0.0379374	0.09898567	0.14892423	0.32896787
a24	0.20610306	0.17368035	0.114948854	0.04215348	0.028866064	0.037178185	0.06887463	0.3281954
a8	0.10924925	0.19508874	0.046701692	0.030723203	0.07979183	0.21383521	0.12117564	0.20343444
a38	0.056836486	0.121240646	0.034963623	0.04810163	0.043158174	0.096464954	0.2215982	0.37763628
</S>	0.07115183	0.078724414	0.06711102	0.073738255	0.068666875	0.08043973	0.17701037	0.3831575
