 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.027881157	0.021870567	0.002154808	0.0021591405	0.0058756033	0.057406258	0.12347971	0.23354627	0.5256265
a31	0.007578842	0.4247135	0.0012182875	0.0022924643	0.00092007045	0.5370479	0.003981478	0.021571238	0.0006762502
a20	0.0026767007	0.0012210889	0.000726756	0.0598282	0.07921347	0.022161635	0.11124139	0.64919496	0.07373589
a29	0.0014191932	0.0006380462	0.00037983563	0.00024265147	0.016896226	0.1525957	0.0022210546	0.8248483	0.000759021
a37	0.018534498	0.0047067464	0.0008948149	0.0054897345	0.0710254	0.12545082	0.016574036	0.7428042	0.014519731
a8	0.0057846936	0.010919908	0.0018519186	0.031928767	0.1101645	0.012488648	0.011341207	0.8028542	0.012666205
a20	0.01811622	0.5366991	0.002315143	0.035438225	0.0061390568	0.066216975	0.016287677	0.27476084	0.044026762
a31	0.031274136	0.5030673	0.0005378216	0.00208793	0.003347945	0.3521194	0.0031384875	0.06834674	0.036080185
a29	0.00817667	0.27950233	0.003638746	0.0064209495	0.0075273593	0.33523458	0.028780872	0.23797971	0.092738815
a37	0.011269063	0.04257105	0.0003888214	0.00030285312	0.00411436	0.6885613	0.012084269	0.20891741	0.031790923
a29	0.0134588955	0.017188253	0.0006483464	0.00036495095	0.0063961553	0.62338233	0.015800439	0.28430638	0.03845427
a31	0.016063815	0.012725824	0.0010443014	0.0001912124	0.006042538	0.59270555	0.02930407	0.31222475	0.029697888
a20	0.010799026	0.012018083	0.0036697676	0.00044817655	0.0044444227	0.5217444	0.021939395	0.40640274	0.018534048
a31	0.03167715	0.041802112	0.023286713	0.002292865	0.007956782	0.275539	0.08324926	0.4460053	0.088190764
a37	0.153449	0.33785272	0.13329846	0.030323634	0.050636094	0.12762344	0.03377971	0.06888854	0.06414838
a46	0.118758045	0.3320566	0.15436412	0.0221196	0.03819308	0.0752302	0.032084845	0.114356495	0.112837024
a31	0.104694895	0.32156962	0.2142287	0.027593257	0.0417241	0.07325224	0.03694936	0.077773556	0.10221425
a0	0.114118114	0.31230444	0.300165	0.047709536	0.056462187	0.054089837	0.032232113	0.034810632	0.04810813
a31	0.0879371	0.25969392	0.21927102	0.02941072	0.03530586	0.034222092	0.03543931	0.10232782	0.19639213
a1	0.11439747	0.29800686	0.3110399	0.061433062	0.053677488	0.04738043	0.03515297	0.02992992	0.048981883
a13	0.070719585	0.18009381	0.12880524	0.017360752	0.019206086	0.021357104	0.07165427	0.2078695	0.28293365
a39	0.067306906	0.16285734	0.17482775	0.07499941	0.09247087	0.08007558	0.08275371	0.13768426	0.12702419
a18	0.070846155	0.29042518	0.24608041	0.05669417	0.06587636	0.07216194	0.05649727	0.07008544	0.071333066
a8	0.07227181	0.31589675	0.26728934	0.045981623	0.051910374	0.05597401	0.04599417	0.061274666	0.08340724
a28	0.070437625	0.26905522	0.246689	0.051703896	0.0550404	0.056858886	0.054536395	0.07394977	0.12172876
a31	0.077608965	0.23341684	0.2099655	0.06604552	0.07162544	0.07695773	0.06976555	0.08554965	0.10906483
a8	0.07937634	0.21478058	0.19732545	0.07591876	0.08650273	0.09214299	0.07833928	0.09276796	0.0828459
a37	0.071194805	0.27185825	0.25122738	0.049653377	0.051757947	0.051618833	0.051059414	0.07145969	0.13017035
a31	0.08175136	0.17229101	0.16471228	0.07648882	0.08124802	0.082091995	0.08211204	0.10777296	0.15153153
a21	0.08678648	0.2025025	0.19739206	0.081870705	0.08584936	0.08482233	0.08205345	0.089428894	0.08929424
a31	0.0737293	0.21933134	0.2075657	0.060211465	0.06191955	0.0612652	0.06371715	0.08985696	0.1624033
a20	0.08770323	0.20877135	0.20489272	0.08226095	0.08159962	0.080004096	0.08026439	0.08325904	0.09124459
</S>	0.047953688	0.0931773	0.08974115	0.04274716	0.0439885	0.043752365	0.06370608	0.1721899	0.40274388
