 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.033058677	0.022515524	0.01071963	0.006277585	0.02288663	0.12311708	0.15669137	0.6247335
a20	0.025908673	0.030049829	0.0005016098	0.1132897	0.6106729	0.2156487	0.0019390852	0.0019895195
a31	0.057616387	0.02550392	1.0808352e-07	0.45037386	0.46532348	0.0011779175	1.2263497e-06	3.057006e-06
a8	0.0113007	0.0047334665	4.048545e-06	0.116265096	0.37416387	0.49144188	0.0006780083	0.0014129471
a31	0.060776796	0.0114365965	1.8959195e-06	0.42867875	0.4774979	0.016329141	0.0016768412	0.0036020237
a37	0.17968203	0.082207404	2.6796856e-06	0.1015586	0.30225202	0.28920317	0.017413087	0.027681004
a31	0.11422765	0.031232517	2.5272464e-06	0.3266523	0.3834215	0.103799134	0.0022844216	0.038379896
a39	0.3305595	0.11815959	7.432628e-06	0.09177511	0.20669319	0.22067541	0.013500074	0.018629763
a20	0.56209266	0.08203873	2.244835e-06	0.07604192	0.15504327	0.10905182	0.004495564	0.011233761
a31	0.30321145	0.05124541	4.2272903e-05	0.060849804	0.2598697	0.30946377	0.0045465105	0.0107710315
a39	0.08334036	0.009092312	0.00029598855	0.01829305	0.16656066	0.71256685	0.002490322	0.0073603853
a41	0.04753627	0.020948946	0.0065559926	0.012224191	0.10873878	0.7587872	0.014847211	0.030361358
a31	0.053382862	0.034398593	0.012800895	0.017807843	0.10714705	0.69801724	0.024422701	0.052022867
a23	0.15018201	0.04000309	0.016457805	0.049713295	0.18448196	0.45448068	0.037920717	0.06676042
a31	0.0715765	0.060578186	0.02611774	0.019762028	0.07518227	0.5772833	0.05813659	0.111363396
a20	0.15334846	0.04762362	0.028533474	0.066296645	0.16289024	0.42195427	0.05251463	0.06683867
a31	0.12898383	0.1209202	0.07550442	0.028839968	0.050495956	0.48009303	0.042913765	0.07224884
a28	0.1747552	0.05700197	0.037127778	0.06299659	0.122647874	0.44289008	0.049336266	0.053244285
a31	0.13979957	0.11595739	0.07285579	0.034461997	0.05467586	0.47395173	0.04404916	0.06424855
a8	0.11932771	0.04054751	0.024359697	0.043480225	0.11566123	0.54438347	0.04369955	0.06854061
a24	0.1814586	0.19757877	0.12819745	0.026287694	0.043592118	0.31689197	0.035598807	0.07039461
a31	0.11136638	0.057453584	0.024457695	0.027180491	0.0874545	0.5737608	0.042407352	0.0759192
a3	0.1395553	0.10301573	0.06529794	0.031668544	0.061426263	0.48560607	0.043249123	0.070180975
a13	0.16304974	0.13683316	0.062621936	0.023449523	0.049702898	0.45105428	0.040209964	0.07307853
a35	0.17036045	0.15260443	0.072565705	0.022177769	0.046015903	0.4236284	0.03839767	0.074249715
a31	0.18963224	0.22136958	0.10397532	0.019023715	0.039269652	0.30964187	0.034412034	0.0826756
a11	0.18029906	0.121313095	0.091495626	0.032461643	0.06677743	0.40950394	0.03615471	0.06199459
a31	0.1577413	0.23899111	0.11740865	0.018009596	0.046745602	0.2704996	0.038934536	0.111669645
a46	0.20408702	0.13012458	0.101796776	0.0322859	0.079236776	0.35621086	0.03301783	0.063240334
a8	0.071709044	0.13171312	0.0799266	0.0255415	0.08215588	0.33354753	0.062852845	0.21255343
a31	0.11536609	0.12390036	0.120413125	0.09920947	0.13024804	0.17830323	0.10177488	0.13078476
a39	0.15928355	0.18653594	0.17125958	0.07019356	0.13411152	0.14218053	0.06164105	0.07479423
a31	0.09777555	0.12506709	0.121432774	0.08273702	0.10258816	0.22247702	0.09486985	0.15305254
a29	0.15543501	0.13673937	0.12162015	0.083434194	0.17855518	0.16916424	0.06968768	0.08536408
a31	0.08825596	0.0998971	0.09614947	0.08008408	0.10471503	0.26160374	0.095905505	0.17338906
a20	0.1499014	0.08603435	0.07391191	0.10189295	0.22899212	0.18415308	0.080510534	0.09460367
a13	0.098366246	0.10592279	0.103288874	0.09242522	0.11147461	0.22416414	0.10412638	0.16023162
a31	0.12331327	0.11579373	0.11383773	0.1153194	0.1428782	0.14968139	0.1137956	0.12538067
a23	0.139675	0.12266352	0.11391204	0.09743635	0.18083529	0.16079469	0.085785136	0.09889793
</S>	0.06701038	0.07589825	0.07082339	0.059484087	0.09687022	0.3380471	0.08385274	0.20801388
