 	il	morto	vuole	pianto	</S>
a46	0.018240532	0.012643695	0.028237592	0.04881429	0.8920639
a23	0.0011729196	0.44286448	0.48235562	0.07351849	8.857395e-05
a20	0.015012288	0.9307707	0.047965113	0.0059701945	0.0002817237
a31	0.108410865	0.4424684	0.42606673	0.019405345	0.0036485214
a21	0.1112693	0.79573274	0.08590316	0.0068216827	0.0002731507
a11	0.02072161	0.9361828	0.04131895	0.0017308658	4.580369e-05
a10	0.105051205	0.79860467	0.076500505	0.014583427	0.0052601676
a27	0.020936918	0.8668437	0.07682597	0.027085353	0.008308135
a17	0.022372276	0.5873808	0.18634218	0.19982925	0.0040755062
a31	0.030347178	0.31217238	0.23716305	0.4147592	0.0055582398
a37	0.03816204	0.48607114	0.28630266	0.16213906	0.027325042
a31	0.061100103	0.17820223	0.22472103	0.52106667	0.014909935
a37	0.083270185	0.23143405	0.10627235	0.5637484	0.015274981
a17	0.02287865	0.044192035	0.16138373	0.7204368	0.051108718
a31	0.032539196	0.101858385	0.11834522	0.71794486	0.029312337
a10	0.011954487	0.051951505	0.23126064	0.667552	0.037281346
a7	0.010668101	0.011851247	0.1420028	0.78889656	0.046581335
a31	0.029741263	0.047712144	0.15489873	0.69280714	0.074840724
a33	0.036644097	0.09218089	0.21706778	0.51765764	0.13644959
a29	0.020702157	0.019305442	0.19751434	0.6355274	0.12695065
a41	0.09549913	0.109001875	0.18299139	0.36420235	0.24830522
a31	0.11295272	0.15816206	0.22877301	0.35557902	0.14453323
a39	0.1606249	0.1733622	0.20281899	0.26408523	0.19910869
</S>	0.10507604	0.10788159	0.1555428	0.3125041	0.31899548
