 	la	casa	la	costruirono	i	muratori	</S>
a31	0.100088336	0.20378412	0.022096511	0.012680442	0.019278802	0.028863952	0.6132078
a17	0.34314093	0.036340006	0.043128654	0.22196887	0.34464958	0.0010834212	0.009688538
a39	0.0076839915	8.087973e-06	0.002357024	0.7794275	0.21051057	3.0660444e-06	9.790442e-06
a3	0.022320943	3.700328e-05	0.1456629	0.7799886	0.04846425	6.837094e-05	0.003458029
a35	0.024025822	1.6406302e-05	0.07120449	0.8891208	0.014292348	3.295311e-05	0.0013072002
a31	0.022486903	8.587048e-06	0.04168304	0.9260182	0.009144585	2.8605893e-05	0.0006300833
a24	0.049460106	2.9174991e-05	0.010677831	0.90812474	0.031674366	1.4997925e-06	3.2274682e-05
a31	0.47605288	0.0013082481	0.012200227	0.043010376	0.46699303	9.859467e-06	0.00042539116
a39	0.6810289	0.019269546	0.08185228	0.066465005	0.08826639	0.0072049135	0.05591292
a31	0.22677428	0.08495719	0.16211528	0.10366158	0.16715771	0.020904131	0.23442985
a24	0.39286977	0.055876166	0.09175894	0.08537537	0.09326991	0.12555219	0.1552976
a31	0.24578029	0.04969557	0.13840774	0.09467256	0.1652352	0.09832172	0.2078868
a28	0.24828307	0.061959878	0.08675535	0.08387713	0.10524804	0.17812386	0.23575263
a45	0.27574566	0.09129204	0.13669471	0.08894081	0.16088766	0.10027808	0.1461611
a31	0.5923876	0.032274693	0.12630932	0.03027587	0.06836985	0.046676505	0.10370618
a20	0.18613276	0.12103437	0.12559445	0.12572148	0.15138029	0.1553632	0.13477351
a31	0.20750895	0.20444189	0.1796546	0.088708796	0.18512073	0.05828483	0.0762802
a8	0.19819486	0.17959799	0.1454462	0.112317756	0.17763294	0.10315963	0.08365059
a31	0.14070953	0.29460993	0.17086591	0.095643476	0.14615522	0.07317912	0.07883686
a20	0.18363489	0.21225247	0.15466794	0.10556293	0.17429766	0.09265428	0.07692981
a18	0.13690473	0.27644178	0.15979369	0.09756057	0.14474094	0.08573163	0.09882663
a31	0.15253255	0.27857205	0.18138927	0.09837766	0.16397223	0.06411014	0.06104611
a11	0.1532296	0.27628845	0.17796281	0.09757083	0.16542839	0.066124074	0.06339592
a27	0.15932654	0.2588706	0.17959373	0.09186529	0.17733458	0.06039377	0.07261546
a31	0.1348182	0.22701514	0.14704156	0.10863487	0.14110942	0.11007402	0.13130687
a0	0.13677262	0.261094	0.14555511	0.099789	0.14052229	0.10886966	0.10739727
a31	0.13145736	0.2708259	0.15423015	0.09544729	0.14769721	0.09016676	0.11017539
a18	0.13788489	0.27128327	0.14863	0.094491914	0.14588985	0.10011889	0.10170116
a31	0.12739412	0.24393873	0.14034486	0.08781786	0.15425688	0.1015504	0.14469716
a46	0.13655603	0.2606731	0.14254884	0.09325786	0.14594823	0.10774055	0.11327546
a14	0.118360944	0.13165917	0.110881455	0.100899234	0.14579569	0.15579842	0.23660508
a8	0.13728873	0.16833484	0.14056401	0.13063578	0.14126848	0.13784763	0.1440605
a31	0.1357668	0.14367019	0.13639389	0.13379252	0.143136	0.14539117	0.16184945
</S>	0.13890222	0.15989041	0.13366862	0.12863517	0.13751562	0.15183577	0.14955221
