 	Marika	è	che	si	sposa	domani	</S>
a27	0.02793152	0.2007331	0.008929748	0.069591165	0.014428958	0.20295368	0.47543192
a37	0.004821364	0.25417954	0.4151249	0.004495707	0.31960693	0.00090738083	0.00086415425
a31	0.39739114	0.12819095	0.46857178	0.00014058365	0.004739288	7.7813485e-05	0.0008883635
a11	0.79863256	0.10156524	0.07318142	0.00019008237	0.024038978	7.748499e-05	0.0023141152
a31	0.25667605	0.17688376	0.414618	0.0013096777	0.06126032	0.0009839205	0.08826826
a37	0.57083505	0.30962104	0.06172466	0.0005880867	0.05328397	0.00073657185	0.0032107234
a31	0.04444027	0.106843755	0.6193894	0.016889982	0.04931819	0.010412227	0.15270627
a6	0.2477366	0.61231226	0.042984772	0.0011723058	0.092186004	0.0018682083	0.0017398444
a20	0.07610396	0.6066412	0.1448213	0.019538926	0.104410544	0.03436735	0.014116805
a31	0.035111785	0.37351662	0.30260012	0.004226048	0.23817317	0.019141667	0.027230505
a20	0.14662135	0.67524725	0.06398599	0.009774611	0.03523661	0.024375582	0.04475863
a31	0.026467834	0.46044055	0.1409126	0.0022003655	0.30354536	0.011520716	0.054912597
a0	0.50193775	0.1966325	0.06901147	0.04544862	0.07006162	0.051050063	0.065857984
a20	0.13236256	0.32726574	0.10404486	0.077750966	0.106971934	0.09971946	0.15188445
a31	0.121218115	0.26874954	0.1145964	0.09904221	0.12401251	0.11707747	0.15530375
</S>	0.2516881	0.1323021	0.13109137	0.11403892	0.11731963	0.122535534	0.13102438
