 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
a31	0.037826635	0.05253261	0.004539315	0.014267095	0.013036407	0.0080252495	0.027852433	0.026170129	0.14556254	0.6701876
a1	0.0465476	0.05144484	0.024389256	0.06275778	0.05465923	0.5795443	0.010419031	0.13307531	0.019296488	0.017866122
a31	1.2687015e-07	0.010657524	0.023215123	0.0756707	0.49562848	0.39465496	1.4517616e-05	0.0001313661	1.0496552e-05	1.6810594e-05
a24	0.0034021665	0.006209432	0.02343973	0.6773335	0.1348016	0.06366197	0.0025613469	0.03643018	0.034831673	0.017328445
a31	2.9805167e-07	0.00614749	0.10258659	0.8166964	0.05499004	0.01868377	7.3104256e-06	0.0001754519	0.00050843164	0.00020418334
a37	2.5101372e-05	0.04780108	0.32398435	0.55560184	0.012130918	0.03810556	0.0005112326	0.0058174892	0.011165769	0.0048566796
a31	3.4595987e-06	0.025652284	0.19602488	0.74669105	0.015714986	0.008245084	8.012177e-05	0.0021443537	0.0045256284	0.000918224
a17	6.738097e-05	0.043426026	0.088151604	0.67885625	0.027986655	0.023001531	0.001434944	0.021613155	0.10667143	0.008791024
a31	8.180189e-05	0.10648461	0.0558788	0.725145	0.04725386	0.018857395	0.00050987024	0.0101139285	0.030194743	0.005479928
a20	0.0026441764	0.6250734	0.017870206	0.035643555	0.060990192	0.08403997	0.0048385602	0.10651109	0.033266786	0.029122096
a17	0.0036553896	0.69326377	0.014908565	0.031662397	0.064597875	0.088689275	0.0012706029	0.019455526	0.063751705	0.018744934
a20	0.01974274	0.5510973	0.029568594	0.057027902	0.050933104	0.052190796	0.0039824024	0.0055737006	0.11716799	0.11271546
a8	0.046364143	0.44102576	0.040482283	0.04205182	0.012913421	0.020495592	0.00915938	0.0087109	0.1196828	0.2591139
a31	0.07767389	0.38458937	0.07278688	0.1265361	0.020225339	0.03707903	0.017105963	0.010201606	0.088949494	0.16485234
a37	0.08592665	0.22958747	0.087607205	0.16208988	0.18417706	0.07038094	0.0320894	0.010217183	0.079282485	0.058641724
a13	0.06600637	0.21570659	0.07018934	0.06085781	0.016846277	0.016272442	0.013077471	0.011368536	0.2188562	0.31081897
a31	0.11636998	0.15846056	0.09981428	0.12426377	0.032328837	0.02722958	0.02411096	0.012263248	0.23005842	0.17510036
a20	0.11557782	0.20606017	0.12845354	0.1888694	0.17900085	0.0676367	0.03346938	0.012066419	0.03134702	0.037518688
a31	0.06891926	0.37558275	0.086703025	0.066413775	0.018827464	0.020387847	0.011568751	0.014826576	0.12239196	0.2143785
a28	0.071720995	0.09255982	0.10553096	0.31891277	0.29766506	0.056517802	0.015027231	0.009641634	0.016133768	0.016289953
a31	0.10869859	0.28738675	0.16166815	0.14176753	0.044239614	0.0341254	0.019832445	0.019226702	0.029395273	0.1536596
a17	0.06497399	0.085573174	0.116759375	0.37475625	0.2300472	0.047785245	0.009913885	0.011559333	0.023315247	0.035316378
a31	0.092920765	0.17483264	0.19661799	0.15756688	0.051925365	0.037188888	0.028406769	0.031497452	0.042221468	0.1868218
a8	0.05881778	0.07768761	0.1450726	0.41361326	0.16206414	0.039345697	0.00872599	0.016645279	0.03474564	0.043282002
a31	0.07847643	0.11691103	0.15180835	0.11901991	0.069631636	0.054019194	0.04765732	0.05409219	0.06674578	0.24163821
a46	0.048622165	0.06143956	0.15879409	0.38191518	0.1589056	0.046085052	0.01150011	0.027676927	0.055991527	0.04906982
a28	0.07519322	0.10280478	0.11987663	0.09942918	0.07331085	0.061512716	0.0564283	0.06402438	0.07685461	0.2705654
a31	0.06932146	0.076363936	0.11469862	0.16388348	0.20303293	0.069232665	0.051920168	0.06259567	0.08486286	0.104088254
a37	0.053201277	0.06571072	0.15185553	0.3719111	0.1827972	0.04012214	0.014116065	0.024748443	0.04840106	0.047136415
a24	0.07567542	0.11668598	0.15138814	0.11676991	0.063595414	0.0497572	0.04341233	0.050829526	0.0645267	0.26735935
a20	0.08125796	0.1636086	0.17720634	0.15109	0.05879847	0.03599451	0.027908036	0.034286574	0.05170196	0.2181476
</S>	0.05025507	0.124277204	0.07333062	0.056701403	0.040677696	0.04223813	0.037820805	0.053429455	0.08869588	0.4325737
