 	si	è	rotta	la	coppa	</S>
a31	0.05598235	0.25829947	0.09032004	0.115728624	0.31469434	0.16497526
a20	0.055549964	0.79860884	0.018262617	0.03180222	0.09252851	0.003247912
a19	6.947002e-06	0.0020130405	8.519994e-06	0.0036789863	0.99398404	0.00030845753
a18	0.00045153542	0.034267504	0.012221544	0.11855918	0.6928101	0.14169014
a27	0.0035835502	0.084918365	0.022196386	0.041912682	0.7174839	0.12990515
a31	0.00073952967	0.0990773	0.003153042	0.014200352	0.8345847	0.04824498
a39	0.0049538915	0.15734616	0.009211693	0.037610833	0.7531161	0.03776135
a31	0.032098614	0.11526109	0.043729488	0.10876129	0.61324704	0.08690247
a46	0.5206833	0.081381254	0.1486857	0.06749033	0.11333482	0.06842462
a31	0.14098357	0.09505951	0.10020484	0.09398985	0.20280077	0.36696148
a20	0.13297234	0.13660164	0.1465396	0.1468695	0.20238188	0.23463504
</S>	0.09617354	0.117934346	0.09899937	0.13485284	0.19742565	0.35461426
