 	sul	muro	vuole	uno	specchio	</S>
a33	0.07951753	0.15004537	0.035818327	0.03069155	0.093936644	0.6099906
a31	0.8630392	0.0035250112	0.10896839	0.017474025	0.0033786285	0.0036146732
a23	0.07961559	0.012258891	0.47153723	0.329055	0.103629306	0.0039040076
a31	0.41462964	0.0016308671	0.011581075	0.25618026	0.09197772	0.22400038
a28	0.18078117	0.0022982294	0.027881023	0.7184773	0.016861087	0.05370122
a31	0.10904508	0.0060242154	0.4609949	0.02333277	0.23880453	0.16179849
a39	0.8206472	0.033219162	0.009002754	0.11885489	0.013665752	0.0046102186
a31	0.3572305	0.0057634506	0.016939083	0.03409504	0.058607873	0.52736396
a41	0.7677112	0.06872258	0.031580973	0.09998314	0.019843396	0.012158749
a37	0.18353637	0.0060537	0.011414474	0.6214974	0.05268891	0.124809064
a41	0.53379756	0.071333304	0.039544553	0.29712123	0.03215281	0.026050556
a31	0.2231234	0.04895723	0.04663928	0.50583726	0.08630548	0.089137375
a37	0.16592418	0.11133718	0.1906282	0.14216414	0.11722331	0.27272293
a18	0.15559246	0.13082121	0.13840763	0.15832567	0.12360981	0.29324323
a31	0.09777705	0.32611537	0.14195469	0.15260163	0.11945373	0.16209756
</S>	0.1365296	0.1425914	0.12708955	0.1492673	0.15606391	0.2884582
