 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.009602199	0.12519121	0.006448395	0.0035959242	0.17866546	0.035072774	0.05103263	0.59039134
a31	0.031084333	0.000688885	0.0053098775	0.45502833	0.00070026336	0.33145568	0.17515096	0.0005817192
a8	0.043418843	5.2336954e-06	0.0072645694	0.9023224	0.00010644555	0.0016516818	0.026517352	0.018713418
a31	0.5884395	1.9684461e-05	0.018787524	0.3742665	0.00013786594	0.0011449632	0.015616553	0.0015873909
a20	0.03431809	5.0482195e-06	0.0011279673	0.92270195	0.00022096418	0.0025413474	0.037723422	0.0013613203
a31	0.032090146	0.0013298491	0.028025638	0.9049794	0.0015348992	0.0046411734	0.00425377	0.023145055
a24	0.39598045	4.493872e-05	0.020544851	0.47289944	0.025322104	0.05126408	0.020287631	0.013656512
a31	0.07654227	0.0009701261	0.01436277	0.87513715	0.0017404344	0.013884763	0.0128484545	0.0045140446
a28	0.32709277	0.00026899052	0.007202271	0.2584799	0.034540385	0.242362	0.06365467	0.06639908
a17	0.5841521	3.707152e-05	0.0055076284	0.26504526	0.019899743	0.057460636	0.052722555	0.0151749905
a31	0.31880933	0.0048161224	0.025323106	0.091940805	0.046909664	0.18955055	0.26379758	0.058852833
a28	0.20839101	0.017103752	0.014275519	0.06875061	0.11830945	0.19224262	0.046058036	0.334869
a13	0.11255294	0.09015328	0.08567853	0.041624382	0.07561998	0.15120225	0.19501302	0.2481556
a31	0.11626818	0.23646796	0.1690202	0.052539088	0.103251025	0.06662498	0.1157109	0.14011759
a23	0.13560434	0.07643597	0.06712338	0.0851322	0.13012071	0.13838892	0.08363668	0.28355783
a31	0.108129375	0.10804485	0.106880635	0.020155648	0.022448868	0.07277291	0.32459593	0.2369718
a18	0.19745506	0.1479186	0.108588435	0.068287596	0.09652621	0.12011347	0.07281083	0.18829976
a31	0.13927409	0.23901331	0.18242367	0.03769713	0.037231237	0.06032688	0.12743802	0.17659572
a18	0.17062068	0.124676235	0.08833502	0.05912417	0.08574456	0.11257052	0.07746508	0.28146374
a31	0.12743062	0.1838115	0.15749483	0.02877405	0.026540527	0.056401253	0.18437612	0.23517114
a24	0.14963265	0.124141425	0.08533832	0.048500653	0.074262954	0.09788249	0.08372668	0.3365149
a17	0.148003	0.11709206	0.15338504	0.021696405	0.017640598	0.06762475	0.25272572	0.22183242
a20	0.108748026	0.17585312	0.12241126	0.032769933	0.043848675	0.062467914	0.14032406	0.313577
</S>	0.067837976	0.11407798	0.079632886	0.043041226	0.042656377	0.059342936	0.18485983	0.40855077
