 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.074233845	0.035413213	0.01606035	0.019289706	0.014038928	0.0106677115	0.012809779	0.022187077	0.014052054	0.010303081	0.011525112	0.014872532	0.24942902	0.093930274	0.4011873
a46	0.0002471419	0.00047951489	0.0013743672	0.0042297854	0.0020051484	0.012627151	0.095235325	0.5912949	0.0019603642	0.024663452	0.09178107	0.14666979	0.024311295	0.00049685175	0.00262391
a31	0.027084336	0.068895794	0.26935107	0.022298874	0.024770183	0.07020909	0.053971127	0.019951778	0.0018262148	0.015519414	0.03635133	0.3580737	0.03156756	2.8576997e-05	0.000100962585
a46	0.0012679321	0.0034846975	0.01506442	0.008618477	0.0019862982	0.0112015	0.06811448	0.5115954	0.040516313	0.22014801	0.0816356	0.006894561	0.012064338	0.000922051	0.016485859
a8	0.0032167858	0.0041674757	0.028681826	0.0046739974	0.0020945803	0.006892986	0.01796919	0.07072842	0.0074143554	0.07450842	0.31715068	0.39524376	0.06576953	5.1280014e-05	0.0014367915
a31	0.0057551526	0.003760919	0.055646293	0.067112446	0.06791106	0.13510147	0.16933402	0.06469362	0.0030037924	0.096642666	0.1587315	0.15297441	0.0182108	0.00027314248	0.0008486535
a28	0.030002855	0.15628392	0.21623918	0.011412394	0.0011152859	0.0024099436	0.0056413994	0.041548233	0.0021340107	0.10022169	0.3502878	0.027121287	0.053988893	0.000183482	0.0014095698
a8	0.006546886	0.024097297	0.22150514	0.022088362	0.0016279938	0.003157836	0.006527799	0.021790408	0.0009442587	0.04303373	0.4428943	0.16689387	0.038556445	3.9273113e-05	0.00029637918
a31	0.008668415	0.035788354	0.40193343	0.085041404	0.0071785953	0.020396898	0.054093562	0.10803839	0.0034514815	0.04646088	0.16297278	0.04637841	0.018330136	0.00031611978	0.00095113955
a11	0.040446013	0.461031	0.21461663	0.0116321435	0.0034923255	0.004430335	0.004212111	0.008424788	0.00074379804	0.005602472	0.13896479	0.04609381	0.058262732	0.00092629774	0.0011207412
a31	0.0741983	0.26664498	0.42292115	0.020921843	0.0037840274	0.0019570077	0.001466291	0.0018091208	0.0010898389	0.0034932843	0.09444288	0.07353859	0.03252563	0.00016915811	0.0010378924
a11	0.004475238	0.10942544	0.056167427	0.049602102	0.023058848	0.035942078	0.024983568	0.02806975	0.0009821075	0.012355797	0.025842916	0.024082918	0.58575684	0.013753358	0.0055016447
a39	0.0052421503	0.038025692	0.012185192	0.017976802	0.009303626	0.013633227	0.013398905	0.013788183	0.0007206414	0.011668859	0.0221386	0.020118495	0.8142146	0.005102538	0.0024825842
a31	0.027465342	0.18194172	0.057614345	0.012662205	0.0068535265	0.010139854	0.011139467	0.01255969	0.0030622582	0.016151601	0.11178711	0.12823461	0.41537315	0.0020724821	0.0029426066
a8	0.006054578	0.0065052845	0.00293158	0.004983058	0.0024167194	0.0022343243	0.0022037495	0.0027365698	0.0008608487	0.0032283566	0.009713018	0.043656528	0.90565515	0.0052133426	0.0016069984
a46	0.0016186871	0.0041646897	0.002482201	0.0034176093	0.0024032313	0.0038310543	0.005719076	0.006784682	0.00047404278	0.003901053	0.0036723828	0.010406478	0.94839674	0.0017122721	0.0010158585
a35	0.008505869	0.045867372	0.019456802	0.00833278	0.0053050285	0.0109528145	0.015001278	0.01804977	0.0035037291	0.0263054	0.14407237	0.14045176	0.5513854	0.0014001643	0.0014094809
a31	0.030986186	0.13505805	0.04820371	0.0037471927	0.001949385	0.0044242586	0.007118786	0.015206468	0.0036594502	0.026011888	0.27213743	0.3141928	0.13680825	0.00023279598	0.00026331737
a24	0.0028611629	0.003810446	0.002300996	0.0032667464	0.0022597513	0.0030291113	0.004167058	0.005146798	0.0007677133	0.0035219763	0.005880609	0.028222807	0.9329528	0.0012884419	0.0005236089
a31	0.0035765537	0.01799297	0.0125964815	0.01598653	0.012558529	0.023261106	0.03469056	0.037976496	0.002347508	0.02553179	0.0183496	0.02465218	0.7644336	0.0043140645	0.0017320667
a28	0.012133073	0.009217301	0.005746747	0.0074471626	0.005166642	0.0052671684	0.005297313	0.005717654	0.004397402	0.00802247	0.022078454	0.071824715	0.8187951	0.014622947	0.0042658895
a18	0.0075362595	0.023411091	0.017960077	0.023166297	0.018007755	0.02479812	0.035611894	0.040972468	0.0050671673	0.023576666	0.019845366	0.050324954	0.6933855	0.01168007	0.004656337
a31	0.0028059299	0.01118185	0.0059258384	0.007487205	0.004975297	0.00834965	0.012251252	0.012651835	0.0011617214	0.009738874	0.0073887785	0.013297683	0.8980432	0.002961155	0.0017797753
a3	0.015952395	0.020201443	0.013558029	0.0169836	0.012877436	0.014199589	0.017186388	0.01947614	0.006573	0.014602321	0.018192302	0.05522401	0.7505944	0.017681891	0.0066970945
a31	0.0078230025	0.02432986	0.016407987	0.020997664	0.015432087	0.020698836	0.029253969	0.033241212	0.004720977	0.020194413	0.017736187	0.047572717	0.72458804	0.011841424	0.005161692
