 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.070937976	0.010030678	0.0025477936	0.004358023	0.06491853	0.11058781	0.73661923
a31	0.0021789295	0.9085223	0.025261585	0.06001194	0.0007865653	0.002951276	0.0002873477
a10	0.015343542	0.04903741	0.46470803	0.3078785	0.007385234	0.15366046	0.001986833
a20	0.0021412636	0.004814701	0.057140913	0.09880421	0.016263664	0.7844332	0.036402084
a10	0.017483918	0.018515088	0.067772865	0.13042648	0.025225583	0.5975755	0.1430006
a31	0.0029758478	0.36142796	0.2659052	0.17875703	0.026980437	0.14745064	0.016502865
a14	0.010257292	0.21870486	0.40871266	0.04313406	0.07822977	0.23287405	0.008087285
a31	0.0031293004	0.043724924	0.10554205	0.030094432	0.08350318	0.6876846	0.046321444
a37	0.051467277	0.5372781	0.054275844	0.08267447	0.055471785	0.09124494	0.12758748
a31	0.032802917	0.1305082	0.036339726	0.04065977	0.046277534	0.17154618	0.54186565
a46	0.10690304	0.1602902	0.048751663	0.04320575	0.07138358	0.23183843	0.33762738
</S>	0.06052702	0.07860571	0.052512717	0.045826696	0.050541554	0.16987012	0.54211617
