 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	0.1093202	0.018881116	0.007899893	0.010370161	0.004848952	0.017578237	0.011267314	0.049317535	0.10085561	0.669661
a28	0.2816655	0.07526148	0.022593586	0.07563189	0.016753051	0.08135239	0.3040936	0.051104672	0.08305159	0.008492253
a24	1.5486521e-06	0.00017459795	0.00039966308	0.00041490866	0.16215698	0.24677552	0.50086385	0.013298258	0.07553336	0.00038127537
a28	4.3538843e-05	0.009788649	0.013520913	0.012608233	0.41101554	0.21180302	0.093145125	0.02920087	0.20634349	0.012530569
a31	1.9098545e-05	0.045658853	0.05045547	0.028637206	0.27809483	0.116621986	0.09926596	0.07855224	0.26482373	0.037870593
a20	9.7920136e-05	0.0049018874	0.0027974707	0.014320042	0.020006455	0.41142714	0.30364782	0.108174376	0.1286909	0.005935907
a31	0.00012819684	0.0049907407	0.0017378437	0.0038640045	0.010188163	0.19046968	0.25396904	0.39801386	0.13360356	0.0030349346
a13	0.042464834	0.06459325	0.074619845	0.013916003	0.0034828682	0.041176625	0.09717888	0.21591145	0.11985796	0.3267982
a31	0.05942877	0.0898724	0.058622357	0.039211676	0.027205102	0.06300679	0.048186038	0.18602805	0.16359653	0.2648423
a41	0.13587362	0.05944444	0.056001384	0.012219997	0.009776062	0.012158272	0.014146814	0.046322312	0.0837216	0.5703355
a33	0.11284697	0.08236731	0.06446934	0.04179693	0.038410146	0.044646807	0.04036189	0.086872354	0.17817673	0.3100516
a8	0.06508143	0.07818372	0.059468597	0.040736474	0.035064697	0.038773056	0.040143028	0.108522914	0.24647592	0.28755012
a24	0.026166318	0.055548355	0.057643276	0.08174593	0.0763865	0.21893835	0.12454451	0.076954186	0.15298156	0.12909101
a37	0.007142976	0.015586256	0.016229074	0.050382964	0.0536196	0.636625	0.16030924	0.021840565	0.019920759	0.01834357
a5	0.0017231766	0.0046794093	0.0060997717	0.019670373	0.072688654	0.6289518	0.20577106	0.024055133	0.025179578	0.011181172
a31	0.0024971147	0.019965708	0.01390939	0.030015558	0.07125449	0.4963194	0.2932963	0.024221165	0.02814231	0.020378575
a20	0.024775177	0.08572289	0.067320995	0.13944088	0.09382675	0.41362235	0.07492445	0.020974748	0.029199475	0.05019235
a31	0.019789193	0.13434505	0.058536615	0.11645682	0.084347576	0.1396504	0.026008634	0.050915923	0.12355691	0.2463929
a8	0.18719123	0.18934794	0.132282	0.09228116	0.12015045	0.069682725	0.04490893	0.027673077	0.04097702	0.0955055
a31	0.026126318	0.16515428	0.05867466	0.043372303	0.062801816	0.032605644	0.025581973	0.070283204	0.20599228	0.30940747
a20	0.21835089	0.22101662	0.09992638	0.062109638	0.10380617	0.04479498	0.0336158	0.033250477	0.040735524	0.14239345
a24	0.034965318	0.13994999	0.051523432	0.04231167	0.058271557	0.036010683	0.034007266	0.05950751	0.17559254	0.36786002
a31	0.06141131	0.19643712	0.08207623	0.07239831	0.09388536	0.065964945	0.057741668	0.063428916	0.10080713	0.20584902
a37	0.15853104	0.23364125	0.1295935	0.0898312	0.14251208	0.06181402	0.04255605	0.030293308	0.036944084	0.07428344
</S>	0.025540411	0.12324587	0.042232808	0.031926703	0.047620665	0.025126033	0.025309967	0.08261294	0.24345894	0.35292572
