 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.043095738	0.06447066	0.015137869	0.0062118936	0.0075784507	0.009764389	0.2120116	0.6417295
a20	0.0013101159	0.038005516	0.00026499378	0.016628869	0.9432026	0.00012675194	0.00020339996	0.00025777766
a8	0.04912098	0.11235608	1.1046366e-06	0.006584168	0.83191967	4.050962e-07	4.97514e-06	1.2660163e-05
a20	0.14232625	0.10604928	6.9601956e-06	0.014157128	0.7369617	2.2087868e-06	5.275222e-05	0.00044365771
a31	0.06882901	0.15292564	6.955624e-06	0.0039852783	0.7741529	1.1775977e-07	5.916586e-06	9.432492e-05
a28	0.16246475	0.2832898	6.390538e-05	0.048327718	0.50465465	1.5557729e-06	0.00015423812	0.0010433537
a31	0.037599277	0.6494327	0.0002755858	0.03395942	0.27740446	1.5016569e-06	0.00040381934	0.0009232817
a18	0.28745165	0.5074538	9.094982e-05	0.1224526	0.08047059	3.849231e-06	0.0018562003	0.00022037257
a31	0.3014108	0.3854298	0.0011177616	0.11024103	0.18604106	0.000115885865	0.011981036	0.0036625883
a3	0.16660997	0.60323864	0.007978143	0.069129445	0.02628135	0.003282352	0.08352562	0.039954446
a31	0.09258206	0.3195798	0.007363227	0.067624755	0.07749993	0.0108762095	0.15702668	0.26744732
a18	0.19270113	0.4785573	0.04984499	0.077114895	0.055769786	0.025140768	0.061373327	0.059497893
a31	0.09875518	0.6432748	0.017837211	0.020790745	0.04547417	0.034719136	0.024628993	0.11451978
a17	0.18336654	0.33127984	0.075604945	0.07997134	0.092309825	0.04249507	0.06863783	0.12633462
a20	0.056555215	0.72383565	0.019169193	0.012056997	0.039552	0.044559933	0.014533726	0.08973721
a31	0.056532037	0.56636107	0.04815515	0.030321527	0.07679834	0.08806098	0.034401413	0.09936947
a20	0.1041492	0.22716625	0.1296578	0.07017578	0.16994864	0.1295021	0.049098264	0.12030194
a31	0.08378987	0.31333542	0.07840658	0.06666145	0.102796696	0.12267303	0.0842826	0.14805435
a20	0.13895312	0.13856275	0.14365137	0.12396686	0.15689212	0.104644135	0.089420184	0.103909425
a46	0.10802612	0.16028966	0.10895586	0.10349532	0.121306084	0.1322973	0.11749991	0.14812979
a31	0.11617748	0.13671596	0.11845148	0.11606121	0.12504242	0.1338417	0.12175319	0.13195655
a46	0.12706642	0.1452077	0.12920165	0.12162399	0.13646622	0.123228416	0.10457821	0.11262743
a8	0.108806215	0.13952754	0.10875685	0.10704663	0.11973525	0.13156417	0.12705217	0.15751125
a39	0.11600021	0.12471668	0.11699946	0.12069431	0.12281872	0.13855578	0.12923343	0.13098146
a31	0.11256076	0.12766048	0.1124749	0.13073649	0.12616694	0.1382017	0.1268203	0.12537841
</S>	0.120345525	0.13544574	0.12228477	0.12032441	0.12630567	0.13088298	0.12026154	0.12414936
