 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.035988744	0.02260286	0.589166	0.008789262	0.012600366	0.064849526	0.26600328
a31	0.00043504455	0.0012458204	0.005848191	0.5669997	0.30770198	0.08096525	0.03680402
a4	0.00027842828	0.0019951167	0.00865833	0.07167438	0.078528956	0.6737952	0.16506958
a46	8.331181e-05	0.0018158263	0.021421066	0.22038025	0.39313802	0.36063543	0.002526044
a31	6.2033223e-06	0.01571545	0.07885817	0.062022995	0.117896795	0.68630254	0.03919785
a28	2.296101e-06	0.0003067442	0.0028238716	0.9009628	0.057815216	0.03698409	0.0011049501
a27	2.4917554e-06	0.002117538	0.04744467	0.19410339	0.12866332	0.6244998	0.0031687731
a31	1.2149967e-07	0.00021154937	0.040140998	0.8712069	0.0524372	0.0358931	0.00011012224
a49	2.0067412e-07	0.00014046926	0.008076316	0.988255	0.0030126423	0.00050659844	8.847232e-06
a23	3.6670665e-06	0.0017575384	0.10889008	0.8544154	0.015703	0.019095	0.00013525566
a31	1.7926403e-08	3.9553463e-05	0.0032919284	0.9755048	0.015619713	0.0055415123	2.474764e-06
a29	1.9827296e-05	0.0008864635	0.16206199	0.8180918	0.015370163	0.0025969127	0.00097276375
a17	1.2095734e-07	0.00014952052	0.016731633	0.9559326	0.020363618	0.0067541655	6.8405236e-05
a20	2.9669079e-07	0.00010399339	0.027560161	0.95782936	0.013820266	0.00065747317	2.8501881e-05
a17	9.04824e-06	0.0003728625	0.09203607	0.89572644	0.010767019	0.0009402448	0.00014820106
a31	4.6588575e-05	0.0018363381	0.15884863	0.80744886	0.02773559	0.0033300724	0.00075396086
a20	0.0042922036	0.027544985	0.59397703	0.3189467	0.028482143	0.011242855	0.015514178
a31	0.011235099	0.078425	0.6120133	0.10695369	0.03790505	0.021941526	0.13152643
a3	0.09181757	0.11289726	0.289679	0.12806608	0.10452509	0.094662994	0.17835206
a31	0.07488641	0.10049332	0.3429899	0.120499566	0.088125065	0.082269855	0.19073592
a8	0.12238313	0.118205845	0.13776924	0.12584963	0.14148521	0.12440836	0.2298986
</S>	0.05881422	0.067282446	0.11970373	0.06564605	0.06687418	0.090688445	0.5309909
