 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.006361597	0.033267856	0.009608354	0.093988955	0.066372104	0.1596752	0.6307259
a31	0.17512952	0.3303169	0.49368602	3.730057e-05	0.00021170084	0.00043227393	0.00018613193
a11	0.7676966	0.18014096	0.036237646	0.000119909935	0.0061961617	0.009387872	0.00022095528
a21	0.09932333	0.33134753	0.069544286	2.2098218e-05	0.0017730105	0.38701156	0.1109782
a31	0.124870665	0.4617174	0.21751969	8.803424e-05	0.008397203	0.095520325	0.09188676
a20	0.1754794	0.64145935	0.17041565	1.3978853e-05	0.00016976996	0.011294067	0.0011677414
a31	0.028446686	0.47886708	0.43599826	2.8358436e-05	0.00028258047	0.04648701	0.009890047
a10	0.05302393	0.6840673	0.22685626	0.0032823128	0.023569338	0.006685517	0.0025154368
a31	0.0026231168	0.297832	0.6742825	0.000116305615	0.00048496504	0.022867158	0.0017939165
a21	0.08126228	0.4179756	0.39313582	0.010593359	0.03409113	0.016735293	0.04620657
a11	0.07251956	0.42457202	0.17552757	0.005730916	0.07707235	0.03778871	0.20678888
a3	0.043479078	0.2182275	0.20916921	0.0132572325	0.123352535	0.11670589	0.2758086
a33	0.04186919	0.10798613	0.15950826	0.02480535	0.08224716	0.13996291	0.44362095
</S>	0.05891968	0.08580877	0.12471869	0.04734898	0.051361848	0.10470764	0.5271344
