 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.011981841	0.007559274	0.113409184	0.05096701	0.0025266316	0.008248117	0.00538521	0.0039708572	0.08491542	0.24765645	0.46338
a28	0.12022997	0.0018658155	0.011418666	0.0047911047	0.063377984	0.015335511	0.4664457	0.28317854	0.022435026	0.00891712	0.0020046718
a37	0.0023331775	4.2811745e-08	1.9284661e-08	4.5976208e-07	0.040905356	0.024459874	0.90860575	0.023531582	0.0001549058	1.3839671e-06	7.4542854e-06
a31	0.03358646	1.7545693e-06	2.5813048e-07	2.1452745e-06	0.70238596	0.054415155	0.19799882	0.007205049	0.0022373458	0.00025270513	0.0019143906
a17	0.0016789156	5.4672347e-07	2.4831168e-06	7.354928e-05	0.035887506	0.009029697	0.9221989	0.023167346	0.0068136817	0.00092874287	0.00021856367
a31	0.0590918	2.8602315e-06	4.021117e-06	0.00031120607	0.19844678	0.10868639	0.36671138	0.054832768	0.18860126	0.021162977	0.002148641
a28	0.020442877	2.1541477e-05	0.0003583463	0.0020100898	0.12335031	0.007415693	0.4428176	0.034240473	0.19852096	0.15523264	0.015589542
a17	0.007914818	4.4527324e-06	8.0188285e-05	0.0013913336	0.07622528	0.015491007	0.47104946	0.03081548	0.30810237	0.08340105	0.005524616
a20	0.007513937	1.3534575e-05	0.00020464322	0.003437527	0.027006341	0.023125447	0.40686235	0.029897202	0.43999276	0.055710092	0.0062361434
a31	0.01729583	4.2347976e-05	0.00018572729	0.0069003464	0.021759514	0.1218037	0.49057105	0.088912815	0.21054927	0.03564613	0.006333249
a37	0.02399659	0.0031895859	0.00951697	0.013953345	0.011237733	0.0087817535	0.30235627	0.45805067	0.09571113	0.020995932	0.052210025
a31	0.034170717	0.010993491	0.03537632	0.035059802	0.04887126	0.062064406	0.09327301	0.2588657	0.06789193	0.19746237	0.15597099
a18	0.042396124	0.018494101	0.03644555	0.05072274	0.028318718	0.02550339	0.16389592	0.32585707	0.073442794	0.030764546	0.204159
a8	0.06302895	0.035114363	0.053951424	0.05312289	0.044881724	0.0752524	0.066129275	0.18744393	0.06845199	0.10193113	0.25069186
a31	0.05689898	0.024665011	0.03871199	0.09348601	0.060798284	0.09054945	0.07603738	0.21858753	0.056988478	0.09223997	0.19103692
a24	0.09886584	0.08404762	0.10690252	0.09795511	0.043563765	0.0728845	0.12686516	0.119005926	0.08721335	0.020044556	0.14265166
a37	0.067351304	0.03922869	0.052301697	0.06828483	0.05798973	0.11021911	0.050213125	0.12820855	0.059299737	0.123084076	0.24381922
a31	0.077474184	0.037416786	0.05334598	0.07642203	0.054017857	0.09540435	0.04962595	0.12669192	0.061455216	0.12378686	0.24435884
a30	0.062499635	0.04408585	0.061486907	0.06721251	0.037488893	0.05487305	0.0964427	0.09647821	0.09575608	0.058038913	0.32563725
a24	0.16709733	0.0827329	0.09197924	0.06085176	0.026215933	0.06579832	0.0210345	0.056511775	0.04856951	0.15277225	0.22643654
a46	0.10994162	0.07761991	0.0928661	0.06942082	0.03423417	0.08255838	0.041311704	0.055692963	0.09357411	0.09261262	0.2501676
a31	0.12082663	0.11946225	0.10592957	0.044220727	0.025633149	0.050467953	0.021349553	0.033131294	0.056471962	0.14452149	0.27798542
a8	0.102708	0.13353735	0.14796299	0.081165224	0.027315017	0.05986381	0.102312066	0.0714019	0.1423185	0.023144487	0.10827062
a31	0.075947136	0.14991784	0.07119728	0.041217852	0.03306349	0.0436146	0.034360137	0.039369453	0.05535234	0.09923868	0.35672116
a3	0.06669532	0.13795717	0.1130538	0.065932125	0.028347753	0.038264774	0.13209112	0.09996239	0.2077126	0.027839571	0.082143426
a39	0.09537228	0.19363134	0.09270619	0.045638785	0.032770347	0.050923266	0.035621572	0.03560391	0.06035971	0.07399914	0.2833735
a31	0.08815274	0.1853052	0.09032915	0.048720747	0.034587078	0.050188076	0.044271484	0.040885665	0.09412724	0.06816399	0.2552687
a28	0.081083454	0.16854306	0.09870015	0.051147666	0.029093523	0.044084474	0.08713332	0.06347366	0.21484414	0.03682216	0.12507437
a31	0.0734216	0.15007918	0.07061411	0.03672794	0.028128615	0.040000793	0.029120488	0.030672772	0.05265321	0.11104329	0.377538
a17	0.061985157	0.12827845	0.089807995	0.048878547	0.024061559	0.03459291	0.1011346	0.07407171	0.22194946	0.03977498	0.17546466
</S>	0.045097515	0.06234988	0.044169866	0.037699148	0.035252992	0.037192915	0.03662719	0.039107706	0.058835525	0.13420711	0.46946016
