 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a31	0.024942372	0.009181528	0.116005465	0.01094722	0.013206203	0.016324194	0.06690245	0.7424906
a20	0.06801562	0.0010524272	0.0074790614	0.022326246	0.6845432	0.21421373	0.0011534196	0.0012162734
a31	0.009627909	3.5952241e-06	2.74235e-06	0.0018731898	0.75817686	0.2287525	0.001515484	4.779226e-05
a29	0.015664754	9.224756e-05	0.00062410627	0.518489	0.19205748	0.26903567	0.003350761	0.00068597664
a31	0.0037392518	6.759655e-05	0.002278117	0.6294392	0.15937771	0.19951749	0.0012997128	0.0042809406
a20	0.02917684	4.41793e-05	6.882914e-05	0.7883373	0.07570304	0.10206528	0.0013421435	0.0032624153
a31	0.0061581214	1.9332221e-05	0.00018985433	0.68778265	0.016458204	0.28295594	0.0015087924	0.004927108
a18	0.15580513	0.00023996086	0.00020927364	0.16071364	0.61788774	0.053689744	0.0057918825	0.0056627016
a20	0.074721366	3.6927748e-05	9.772089e-05	0.63853216	0.15958932	0.101614214	0.0073977276	0.018010546
a31	0.14827786	0.00017069776	0.0039247535	0.05214324	0.69283324	0.075575784	0.0064760535	0.020598313
a28	0.24485832	0.021757629	0.015068195	0.026782766	0.38215977	0.23017761	0.032291953	0.04690375
a31	0.14573872	0.03496228	0.100530036	0.023799859	0.16938813	0.27138296	0.07209982	0.1820982
a11	0.19067194	0.14219189	0.14749844	0.036318123	0.09062398	0.11876272	0.123702556	0.1502304
a24	0.1340235	0.06868255	0.07793344	0.021650376	0.05862574	0.24333736	0.15310578	0.24264124
a38	0.13170789	0.062032282	0.0465174	0.022784129	0.062241465	0.26105163	0.1547928	0.25887242
a31	0.11441791	0.0703109	0.07329942	0.05857856	0.09330755	0.24071667	0.1343803	0.21498868
a46	0.15770622	0.10740977	0.1929024	0.03577822	0.053120807	0.20644233	0.13957293	0.10706738
a20	0.08354602	0.053001463	0.04628075	0.042807512	0.084045485	0.24894562	0.14125179	0.30012143
a31	0.11725245	0.11097173	0.11979216	0.11240775	0.12080357	0.1403055	0.12599233	0.15247457
a46	0.12661397	0.09915134	0.26675346	0.06607903	0.06760426	0.17878947	0.11182875	0.08317972
a31	0.08309478	0.071034886	0.068029605	0.067002505	0.102194875	0.18449594	0.1359786	0.28816885
a8	0.0906803	0.09791797	0.40113488	0.08492912	0.07369389	0.09729022	0.08318293	0.07117076
a31	0.11115915	0.10864817	0.10915915	0.10912418	0.119726546	0.13773242	0.12854783	0.17590256
</S>	0.08243863	0.097552724	0.42867932	0.090545796	0.07615665	0.07805997	0.07712729	0.06943963
