 	avete	cucinato	le	verdure	</S>
a39	0.11144841	0.32449254	0.029627983	0.13898419	0.39544687
a31	0.108263806	0.27249905	0.14873049	0.39414114	0.07636556
a35	0.35154238	0.037309635	0.2768643	0.33070555	0.0035780957
a31	0.0009662121	0.00023373794	0.019901033	0.87139577	0.107503265
a20	0.020162014	0.01612921	0.07185451	0.8860088	0.005845475
a31	0.0013851944	0.0040987427	0.010414507	0.9008489	0.083252594
a20	0.12889543	0.20273611	0.07880091	0.26097104	0.3285965
a39	0.002293281	0.02187493	0.3263307	0.6246758	0.024825301
a28	0.0030439298	0.07141981	0.49264213	0.24420603	0.18868817
a31	0.0023204314	0.03343565	0.26209167	0.23220012	0.4699522
</S>	0.019781334	0.047512636	0.043369226	0.1289664	0.76037043
