 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.27415395	0.0048685423	0.006461456	0.010897246	0.032517534	0.08702874	0.5840725
a31	0.071831375	0.38924143	0.02696982	0.18847434	0.27896544	0.044202417	0.00031518826
a7	0.010797788	0.020766666	0.66114587	0.21751094	0.04468975	0.04434118	0.00074789213
a31	0.0034146535	0.02782427	0.17437583	0.61762613	0.13123922	0.02392516	0.02159476
a20	0.49501666	0.005288606	0.43291497	0.03902203	0.008034845	0.017977463	0.0017453582
a2	0.14405304	0.019002121	0.2252724	0.4786041	0.10822283	0.019288957	0.005556478
a41	0.94903946	0.023470052	0.008451338	0.0008494499	0.0037407	0.0118304435	0.0026185769
a20	0.8469116	0.009878584	0.08392307	0.010956182	0.028019933	0.012439739	0.007870856
a46	0.97077626	0.012156965	0.0042764633	0.0012601613	0.0024806869	0.008512569	0.00053697755
a31	0.10088872	0.022916663	0.011562951	0.016803727	0.08654822	0.75268406	0.008595691
a11	0.14970475	0.21618672	0.07896774	0.07000413	0.101141244	0.28342238	0.10057299
a35	0.02398161	0.062205937	0.030806273	0.023426032	0.07592351	0.58973664	0.19392
a31	0.15413286	0.22675279	0.18392551	0.07310346	0.055365354	0.18655841	0.12016158
a11	0.12109209	0.18086152	0.11902706	0.10527649	0.1155297	0.20902056	0.14919262
a28	0.084266365	0.10034783	0.087474205	0.071343996	0.095958434	0.23925899	0.3213502
a20	0.17865781	0.19068332	0.26655146	0.09136076	0.06431344	0.10714722	0.10128602
a10	0.11227601	0.15892366	0.09957601	0.07149082	0.088323504	0.24824859	0.22116145
a31	0.12902123	0.14724797	0.14787674	0.09557296	0.101577505	0.18785085	0.19085275
</S>	0.14811935	0.14440309	0.14600693	0.13014218	0.13151412	0.15339997	0.14641437
