 	il	morto	vuole	pianto	</S>
a31	0.018240532	0.012643695	0.028237592	0.04881429	0.8920639
a28	0.031858847	0.3595014	0.5244842	0.083587244	0.0005682411
a17	0.013700269	0.94715905	0.037441973	0.0016897346	8.927573e-06
a31	0.13935487	0.5142678	0.32160854	0.023370637	0.0013982039
a20	0.024989132	0.9496204	0.019566458	0.0057937275	3.0240048e-05
a0	0.010054224	0.96892595	0.01934755	0.0016662263	6.056664e-06
a31	0.0077937185	0.7739759	0.17241062	0.036835253	0.008984445
a13	0.41970944	0.46468058	0.022837307	0.07590768	0.01686505
a6	0.0814152	0.5917236	0.08343187	0.2223077	0.021121657
a31	0.048767567	0.24076849	0.17457494	0.5009105	0.03497851
a46	0.019163616	0.09614449	0.24442956	0.61326116	0.027001124
a37	0.008205084	0.011632763	0.19061835	0.75338334	0.036160436
a31	0.025047516	0.14629307	0.16760239	0.6503071	0.010749876
a46	0.017438432	0.05923203	0.24416734	0.62310845	0.056053773
a31	0.011570435	0.013092179	0.1511853	0.72352165	0.10063048
a46	0.1015912	0.15444136	0.19002338	0.37531272	0.17863135
a8	0.032739546	0.0318409	0.12921949	0.54935956	0.25684053
a31	0.07464843	0.08391989	0.19641377	0.4779717	0.16704622
a8	0.14321473	0.16573922	0.19632754	0.30754858	0.1871699
</S>	0.05623809	0.054404687	0.13023727	0.42935264	0.32976735
