 	hai	già	mangiato	</S>
a31	0.019200057	0.14707072	0.22794731	0.6057819
a37	0.94677657	0.0006318441	0.05211274	0.0004788332
a31	0.9951989	1.1872054e-05	0.004348463	0.0004407202
a46	0.5881161	0.049102657	0.3610345	0.0017466806
a31	0.548024	0.00015660046	0.36062893	0.09119046
a39	0.330736	0.35376024	0.28185755	0.033646103
a20	0.054446626	0.03280655	0.8083012	0.10444559
a31	0.22705062	0.15529661	0.5674309	0.050221827
a46	0.6474069	0.13586882	0.054601803	0.16212253
a31	0.29274902	0.08084351	0.3686991	0.25770834
a18	0.2500853	0.33879486	0.15552692	0.2555929
a24	0.19288239	0.22305293	0.25380716	0.33025753
a46	0.12954575	0.15872487	0.24405275	0.46767658
</S>	0.14698406	0.17854068	0.26291454	0.41156077
