 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.048522376	0.0028578679	0.0071259527	0.05581728	0.2309017	0.6547748
a31	0.13853212	0.85778344	0.0034633	4.9077917e-05	0.00016389381	8.216649e-06
a24	0.94054407	0.010362584	0.0372875	0.0028831947	0.008133371	0.00078926375
a37	0.8863088	0.07500265	0.037738886	8.658261e-05	0.0007981139	6.4950305e-05
a14	0.5158318	0.14613031	0.15928996	0.0070179147	0.14041626	0.031313717
a29	0.8551452	0.09537892	0.02793468	0.0017780737	0.013339414	0.006423692
a0	0.8783197	0.11432458	0.004052976	0.00016314797	0.0017890321	0.0013505529
a29	0.9114786	0.078061506	0.0023296215	0.00017733265	0.0041648387	0.0037882067
a20	0.9554539	0.030717548	0.003276861	0.00013136689	0.008881831	0.0015385209
a31	0.6968093	0.040734224	0.019214455	0.011961219	0.2002471	0.031033797
a24	0.5369889	0.33981866	0.015315388	0.0037555816	0.0845124	0.019609127
a46	0.34606177	0.3039497	0.06071613	0.05480194	0.17545387	0.05901658
a31	0.06897109	0.20993319	0.1720118	0.100787394	0.24610054	0.202196
a0	0.15797342	0.314654	0.3242004	0.05522874	0.071993664	0.075949736
a20	0.10318124	0.390327	0.2774879	0.041965183	0.08995458	0.09708412
a31	0.08090216	0.18368164	0.21527462	0.07901073	0.16370608	0.27742478
a46	0.15000132	0.18202059	0.17991817	0.14593051	0.16161387	0.18051559
</S>	0.08806495	0.13133684	0.13934836	0.09563463	0.19983284	0.34578237
