 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.024109378	0.015449232	0.010077657	0.029427182	0.44470498	0.10383867	0.3723929
a20	0.0007742257	0.0015060358	0.6935969	0.10226263	0.008878814	0.1889421	0.0040392806
a35	6.642892e-07	1.4752982e-07	0.0031852983	0.08483277	0.005913624	0.89836866	0.007698861
a20	6.194322e-05	2.0780222e-05	0.03989951	0.08892021	0.0072152964	0.82827085	0.03561141
a38	0.00016160955	6.2579784e-05	0.063919686	0.060094677	0.006652563	0.84766364	0.021445265
a31	0.0009977422	0.00030763968	0.24523188	0.041857947	0.04940016	0.61861485	0.043589707
a18	0.000429513	0.00013455207	0.09059372	0.04625283	0.30788824	0.49826404	0.056437116
a23	8.975443e-05	2.6186823e-05	0.0770525	0.18367887	0.5315843	0.19961634	0.007952114
a24	0.00016459952	7.783529e-05	0.03893792	0.16248459	0.32483333	0.35389587	0.11960588
a37	0.00019669236	8.6542204e-05	0.06967986	0.23836656	0.21512601	0.36528265	0.11126169
a20	0.00017111239	6.955825e-05	0.097775735	0.30962992	0.20448725	0.30079788	0.08706851
a31	0.0023274668	0.0029745372	0.18283679	0.16961306	0.16177508	0.24480504	0.23566796
a20	7.580921e-05	2.3179713e-05	0.116783306	0.3194373	0.44719374	0.06968929	0.046797484
a33	0.0022695672	0.0107659465	0.3404968	0.15225026	0.13129237	0.24457845	0.118346564
a31	0.02640259	0.55031216	0.12404616	0.025865363	0.014731288	0.04742664	0.2112158
a20	0.013978272	0.23541299	0.3854627	0.18988262	0.057719383	0.08940196	0.028142149
a31	0.020072713	0.52188265	0.12798361	0.041487634	0.05055229	0.081435174	0.15658584
a20	0.040814556	0.7070282	0.062082775	0.048708607	0.0438269	0.04519587	0.052343197
a31	0.07753098	0.42077696	0.08840243	0.078564085	0.08331627	0.098416895	0.15299235
</S>	0.13525763	0.19527538	0.12921669	0.12736268	0.13240264	0.13419583	0.1462891
