 	avete	cucinato	le	verdure	</S>
a31	0.11144841	0.32449254	0.029627983	0.13898419	0.39544687
a46	0.029613579	0.8889295	0.012051452	0.0662634	0.0031420556
a20	0.007772031	0.0006376928	0.0075010024	0.9764999	0.007589299
a31	0.0015765753	0.00041275873	0.008638479	0.9547037	0.034668524
a17	0.06725978	0.15131886	0.065896615	0.71152437	0.0040003704
a31	0.059961177	0.25753775	0.13033193	0.47811583	0.07405333
a35	0.099899925	0.7316551	0.023019597	0.06696303	0.07846231
a31	0.037587486	0.44954792	0.06320719	0.08615127	0.36350617
a46	0.20760323	0.05824262	0.06474881	0.1685409	0.50086445
a38	0.08516345	0.13666984	0.13942657	0.15911719	0.47962293
a17	0.10878985	0.12660684	0.14911985	0.21494935	0.40053412
</S>	0.04591209	0.057038557	0.09525907	0.20756747	0.5942228
