 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.03207387	0.006965004	0.010112203	0.0025973802	0.0015727187	0.0030023835	0.023099165	0.065309495	0.85526776
a20	0.0034129191	0.0057408568	0.0042473245	0.025756747	0.19632074	0.31744096	0.19514567	0.251198	0.0007367628
a31	0.03720905	0.030833444	0.039497927	0.16479158	0.34203884	0.15198609	0.08535841	0.14124195	0.00704267
a8	0.004127083	0.00080496166	0.0048066275	0.0071696443	0.55193937	0.2933498	0.078175336	0.048510183	0.011117028
a20	0.0075688637	0.0052278223	0.004408688	0.013875026	0.46499878	0.25020617	0.048965987	0.20306061	0.0016880325
a31	0.0339667	0.15955432	0.26029727	0.042402253	0.1053913	0.02266657	0.06903397	0.28212568	0.024561942
a24	0.0055701835	0.0015242032	0.00358202	0.041795824	0.2075404	0.16232261	0.23698702	0.3192539	0.021423817
a46	0.009485999	0.0023038615	0.011527754	0.024214912	0.0077404897	0.019655986	0.1278268	0.78517675	0.012067419
a10	0.008969889	0.001956739	0.0044291527	0.011227723	0.003180396	0.023537286	0.18956919	0.74337655	0.013753194
a8	0.0063565546	0.0033405162	0.003021515	0.0065013906	0.004568765	0.14548716	0.50520647	0.28053725	0.044980403
a31	0.0045470097	0.00068041077	0.0011789295	0.005392586	0.018539252	0.072494	0.121637486	0.7436398	0.03189047
a46	0.007814329	0.0023340348	0.008004105	0.05497092	0.025456527	0.07209605	0.13382287	0.63735497	0.058146115
a3	0.010647321	0.005612617	0.008103114	0.0093658455	0.036806144	0.028842451	0.15231691	0.5660442	0.1822614
a18	0.0156090325	0.008622478	0.0186473	0.04122815	0.10452505	0.07328519	0.13132252	0.54335874	0.06340151
a31	0.01722303	0.009072646	0.027135117	0.08198817	0.14394945	0.10427579	0.102186576	0.48916423	0.02500498
a10	0.019261334	0.012744314	0.04435304	0.07688848	0.2013446	0.10501674	0.14889365	0.38192675	0.009571038
a20	0.039373826	0.06006563	0.0715955	0.05389797	0.16940327	0.07743076	0.14460868	0.34296393	0.04066043
a35	0.03489494	0.11120004	0.051036507	0.042499203	0.09255383	0.11183538	0.18786755	0.24519238	0.12292018
a8	0.031656284	0.09602176	0.051599283	0.057410643	0.19511475	0.17261003	0.18121839	0.16708317	0.047285724
a31	0.045270216	0.15824263	0.06449898	0.06302506	0.100408025	0.13149638	0.18181266	0.1849698	0.07027628
a24	0.049239382	0.17998998	0.08856912	0.09833316	0.17948261	0.13490812	0.13010763	0.102638565	0.036731523
a8	0.052378472	0.19679588	0.08360675	0.05959421	0.08016677	0.11790261	0.17654167	0.18455765	0.04845603
a0	0.0720385	0.24862729	0.081848264	0.082938895	0.07366671	0.07679875	0.096396685	0.10773825	0.15994668
a31	0.0705076	0.25746226	0.088004746	0.088715784	0.10414208	0.098759726	0.106113695	0.097632974	0.08866114
a18	0.08022206	0.32891074	0.102219015	0.10577221	0.07980238	0.07279323	0.07832935	0.07895755	0.07299344
a31	0.07787449	0.3313043	0.09627502	0.08808276	0.0546862	0.060328096	0.07971059	0.093515	0.1182235
a17	0.08904312	0.33321077	0.10043652	0.106913306	0.06916971	0.068504035	0.071865596	0.07798884	0.08286808
a8	0.05379026	0.1372082	0.060911328	0.055701785	0.047151383	0.051946122	0.113594584	0.16377975	0.31591657
a31	0.0973937	0.12325956	0.10693932	0.10255831	0.100393735	0.100872815	0.113045484	0.11694312	0.13859396
</S>	0.10273725	0.17539375	0.1067895	0.107667305	0.09922674	0.09951028	0.101098165	0.10072918	0.10684777
