 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.08875334	0.014175082	0.026827026	0.0074569886	0.009715401	0.03895277	0.12680273	0.68731666
a23	0.025179265	0.0015078066	0.08595567	0.005739755	0.19698298	0.6845211	5.9018967e-05	5.4408578e-05
a31	0.0043769707	0.0038771043	0.12605682	0.025061503	0.21711324	0.6234953	1.9987326e-06	1.7068021e-05
a8	0.0048832223	0.0062624877	0.2945081	0.08396479	0.28784388	0.3216077	2.1902286e-05	0.0009078467
a20	0.0034253937	0.00081660604	0.029792584	0.014619181	0.4785703	0.4727434	5.2438268e-06	2.7362932e-05
a24	0.021840608	0.07214013	0.22645463	0.4951831	0.12759218	0.025650995	0.0031948884	0.027943488
a31	0.22362518	0.030705959	0.3573626	0.12177525	0.070449345	0.18561311	0.0008322295	0.009636352
a20	0.09715346	0.008779635	0.06373064	0.0019121014	0.008818369	0.81946135	2.3089357e-05	0.0001214012
a31	0.034388192	0.00061622314	0.02113522	0.0001369614	0.0012482121	0.942275	3.7408612e-05	0.0001627214
a37	0.06778459	0.0024135883	0.5353907	0.0022404066	0.017335428	0.3636293	0.0014016364	0.009804376
a41	0.08213133	0.007606283	0.22748387	0.012997593	0.035415657	0.50535965	0.029630708	0.09937494
a37	0.011707831	0.001677142	0.012189612	0.0017693688	0.0073321513	0.9625233	0.0003363936	0.0024641603
a13	0.017155327	0.0039853356	0.007467097	0.0031260857	0.0141768465	0.9523542	0.00018436213	0.0015508031
a38	0.013512599	0.0037036317	0.014241802	0.0049055414	0.01838767	0.9420513	0.0003799469	0.0028175125
a35	0.006719041	0.0017558183	0.010446858	0.002441267	0.008869017	0.9632939	0.00092231046	0.0055518565
a39	0.004615374	0.0011731981	0.013261541	0.0020433133	0.0082234	0.96903855	0.00020619264	0.0014384568
a35	0.005521206	0.0016027881	0.0171616	0.0028013885	0.008911952	0.9630744	0.000116947704	0.00080965954
a20	0.007881339	0.0030681114	0.02590328	0.0057125157	0.012713948	0.94285643	0.00032069176	0.0015436028
a31	0.021860592	0.011149635	0.06288017	0.020810246	0.035202947	0.8327326	0.0037400988	0.011623678
a46	0.0051172264	0.0017640478	0.005937366	0.0021781733	0.0022754986	0.98245174	1.4187207e-05	0.0002618487
a37	0.013099246	0.0048436113	0.065671235	0.008748877	0.020059217	0.8803674	0.0030529401	0.004157486
a17	0.064697415	0.072138704	0.17060654	0.12719117	0.11107701	0.41486284	0.013212621	0.02621366
a31	0.02526014	0.026737489	0.10115423	0.06927244	0.053864095	0.71439874	0.003287737	0.0060250387
a20	0.022361567	0.030290248	0.105080836	0.09503733	0.05677483	0.6834021	0.0021942642	0.0048587816
a39	0.117518894	0.106197014	0.111459	0.08276692	0.068528295	0.38723713	0.06996498	0.056327708
a31	0.08371344	0.15197454	0.16065954	0.17022939	0.1403879	0.12468223	0.080028154	0.08832479
a33	0.08227538	0.16753888	0.15579301	0.20865668	0.13970578	0.14933823	0.04443032	0.05226172
a21	0.104303904	0.14702168	0.06104777	0.08578758	0.061949078	0.24409631	0.16825058	0.12754305
a31	0.09239991	0.13387097	0.12902515	0.13752061	0.11865198	0.11550595	0.13621873	0.13680667
a29	0.1109663	0.18884899	0.11524726	0.14984673	0.114646524	0.12578088	0.09526873	0.099394634
a31	0.11683893	0.21246451	0.085050054	0.119774975	0.08997343	0.14678665	0.1234967	0.10561479
a8	0.124810725	0.18278037	0.10922187	0.13111149	0.113704115	0.12956274	0.104854085	0.1039546
a31	0.08491813	0.11555287	0.078934394	0.09272298	0.08121264	0.12229935	0.22971667	0.19464293
a17	0.12621945	0.18681584	0.11049087	0.13074799	0.11278084	0.12910105	0.10099645	0.10284748
</S>	0.08282175	0.100021064	0.07949924	0.08749439	0.08155544	0.11918372	0.24440502	0.2050194
