 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.0705787	0.03493406	0.06570996	0.031834222	0.0091377925	0.03307131	0.021593671	0.15324661	0.57989365
a28	0.048527416	0.07386321	0.012081434	0.004285841	0.665612	0.17186719	0.009183448	0.010883276	0.0036961553
a37	0.008866965	0.006716241	2.5393947e-05	6.2764816e-06	0.9184147	0.021160586	0.02972759	0.014547125	0.0005350017
a20	0.0035791062	0.009596562	0.0002774438	0.0005040722	0.96099985	0.0074898144	0.008429804	0.0056980485	0.0034252906
a37	0.002276443	0.0032606455	0.0007104264	7.554279e-05	0.91823727	0.061536573	0.011731325	0.0017550989	0.0004166416
a24	0.0072309175	0.013291083	0.0014008164	0.0010879076	0.42066237	0.51254255	0.040498547	0.0027725548	0.00051320746
a21	0.0051401504	0.04328392	2.9923844e-05	2.6255646e-05	0.051349044	0.88238573	0.015286192	0.0016821588	0.00081673084
a28	0.0035685766	0.047665954	7.349213e-05	5.234908e-05	0.09822895	0.78229135	0.024645897	0.02281835	0.020655042
a24	0.0051334496	0.055057574	0.00035374417	0.00019925437	0.14185953	0.5880054	0.03378652	0.09175733	0.08384716
a31	0.001566521	0.00536278	0.0013347003	0.0029773312	0.037255578	0.15394925	0.04833914	0.17061166	0.5786031
a20	0.0019199968	0.01653337	0.0007749281	0.011680656	0.07641978	0.2564442	0.041918453	0.20796221	0.38634643
a24	0.019964475	0.10880205	0.015648283	0.15911339	0.034507893	0.14953479	0.03494431	0.14225177	0.335233
a20	0.038881678	0.08970012	0.046833124	0.26237062	0.06952169	0.0720064	0.043613236	0.16984244	0.20723066
a33	0.0407593	0.059012752	0.06662259	0.3220087	0.052848566	0.054611925	0.044294633	0.18383092	0.17601058
a20	0.06962078	0.09164685	0.077656195	0.18325463	0.069243096	0.08079773	0.069724575	0.13398784	0.22406837
a31	0.08372003	0.08836729	0.09901784	0.19501089	0.087822214	0.088841334	0.08593799	0.13804361	0.13323875
a3	0.08160611	0.085768156	0.09164273	0.18689553	0.10745104	0.10271567	0.10061395	0.124750525	0.11855628
a20	0.09407924	0.109135285	0.092327535	0.12135554	0.10002656	0.11590101	0.10171809	0.111974016	0.1534827
</S>	0.10436262	0.10741535	0.104826055	0.11951594	0.10493788	0.10932103	0.10576778	0.11364207	0.13021128
