 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.061900806	0.05471016	0.008999434	0.006427669	0.114554614	0.114557676	0.20882817	0.4300215
a31	0.034355026	0.7526322	0.09933669	0.02935403	0.0005715747	0.028455812	0.05442724	0.0008674361
a39	0.33772886	0.05532772	0.29944012	0.17853804	2.1589087e-06	0.013922902	0.091470644	0.02356949
a21	0.0523983	0.016216362	0.0038868892	0.07922599	5.8584333e-06	0.05039518	0.7637192	0.034152135
a31	0.031290945	0.06334727	0.0115503995	0.077118	4.770628e-05	0.040595762	0.65714794	0.118901946
a37	0.2984371	0.12902476	0.0483774	0.040585574	1.7749475e-05	0.03772243	0.43926567	0.006569264
a31	0.08443533	0.1661024	0.055142775	0.116944395	0.00016943275	0.1831246	0.2519676	0.14211346
a41	0.22817768	0.45406473	0.20821792	0.0073667686	0.0005428597	0.041302964	0.051689304	0.008637671
a10	0.004041731	0.02401517	0.01784182	0.013957483	3.8522427e-05	0.025060026	0.9127172	0.0023279225
a31	0.008864398	0.06359856	0.037829347	0.0076110135	0.00019897542	0.054120388	0.8239343	0.0038429527
a46	0.32172745	0.38107613	0.09102892	0.02926596	0.034261413	0.014906619	0.031050825	0.096682675
a20	0.08333839	0.61626554	0.05585915	0.01427063	0.023098709	0.02164033	0.08280679	0.10272052
a13	0.058607757	0.7844683	0.10255207	0.010393774	0.0027333316	0.007748374	0.019083342	0.014413079
a31	0.1029219	0.76981544	0.100290455	0.012825357	0.002043205	0.0039497702	0.005703454	0.002450425
a39	0.07076038	0.71356755	0.0904592	0.028689686	0.03316586	0.014400431	0.02444667	0.024510214
a16	0.084663905	0.70830375	0.08546361	0.016158236	0.014240025	0.012850909	0.03347403	0.04484552
a13	0.08641691	0.71165496	0.09033279	0.020692127	0.02462088	0.014288198	0.023035882	0.02895824
a31	0.09110984	0.56613725	0.11448765	0.042417556	0.054123685	0.033866957	0.048118863	0.049738165
a37	0.09716881	0.30275917	0.1236337	0.08777265	0.110711284	0.082062066	0.10100027	0.09489201
a31	0.11174001	0.42452535	0.087198496	0.06074793	0.07808585	0.05170825	0.08037638	0.1056177
a8	0.10149956	0.2546671	0.10972082	0.10431024	0.12702905	0.08742301	0.10484201	0.110508196
</S>	0.07535914	0.13208446	0.053905055	0.046919443	0.049565032	0.063370585	0.2064493	0.37234697
