 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.072487	0.047240663	0.020844622	0.021858314	0.018778212	0.030789439	0.7880018
a24	0.048074096	0.012272668	0.008734728	0.0011522799	0.9275057	0.0006163912	0.0016441597
a31	0.0008845529	0.0010508373	0.00038714832	1.2329024e-05	0.99765116	9.344169e-08	1.3938329e-05
a0	0.33530623	0.17504485	0.21517397	0.0013777124	0.26969796	4.697409e-05	0.0033523315
a31	0.008689745	0.0027776929	0.025080184	0.00041616033	0.9538487	1.1734177e-05	0.0091758985
a17	0.18556264	0.2400736	0.41003653	0.000752259	0.14249177	0.000611279	0.020471865
a13	0.094525024	0.10984436	0.5160704	0.00066492613	0.25240555	0.00026954262	0.026220242
a31	0.09642564	0.15774678	0.12976107	0.0036646524	0.4329657	0.0064696465	0.1729665
a20	0.16520852	0.24742432	0.16398759	0.032863077	0.045163084	0.14864436	0.19670893
a31	0.06761957	0.13209909	0.077623576	0.055980057	0.22269335	0.2031959	0.24078847
a23	0.1550008	0.17841846	0.142867	0.05803292	0.074286275	0.28018564	0.11120892
a8	0.056662355	0.10827538	0.06810788	0.06385099	0.28796163	0.22667558	0.18846625
a20	0.09181512	0.11669983	0.10240021	0.10184081	0.22781137	0.21838358	0.14104907
a31	0.11299845	0.12703569	0.12460095	0.120642126	0.17680374	0.17498171	0.16293733
</S>	0.08191344	0.11693567	0.09493683	0.09077615	0.24786653	0.27850953	0.08906183
