 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.10050048	0.018667433	0.002535399	0.0016446285	0.0032249556	0.07521484	0.09814879	0.7000635
a31	0.00012731402	0.0024194198	0.11745415	0.83943933	0.039612565	0.00015080856	0.0007805969	1.5857768e-05
a7	0.07419207	0.03320468	0.4885582	0.04117527	0.18707429	0.0009699812	0.16753358	0.0072919815
a31	0.024365027	0.032350346	0.29582667	0.2580955	0.38698083	2.8564027e-06	0.0019222492	0.0004565916
a21	0.01943273	0.010437761	0.65120053	0.29003018	0.015698161	5.0341318e-05	0.01079836	0.002351894
a31	0.006381129	0.093447015	0.42244276	0.41825762	0.037160058	7.20443e-05	0.019270645	0.002968695
a11	0.71626955	0.06273663	0.05512574	0.031101434	0.07926079	0.03294912	0.011834035	0.01072268
a31	0.025648165	0.0240321	0.4187603	0.36266318	0.081158675	0.00014632584	0.036440533	0.05115071
a46	0.18207179	0.05579156	0.17001963	0.071607456	0.1360327	0.24315894	0.11090527	0.030412626
a31	0.26525962	0.06412963	0.07882747	0.08219954	0.32863078	0.09734459	0.07041817	0.013190275
a17	0.025432477	0.010760761	0.28231803	0.17281406	0.30465683	0.053579733	0.080296434	0.07014167
a20	0.058435332	0.0152005935	0.11925446	0.15314767	0.2995782	0.09667381	0.090743564	0.16696632
a31	0.078854084	0.051854417	0.069068804	0.10917965	0.21543829	0.072403096	0.09244526	0.31075644
a20	0.14178628	0.058648154	0.064419396	0.054098196	0.07035094	0.21034423	0.17847392	0.22187896
</S>	0.08474789	0.07489653	0.069499426	0.07553824	0.10465985	0.0756484	0.112695575	0.4023141
