 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.043343652	0.0021448305	0.007877117	0.105959736	0.17042042	0.027554581	0.005477685	0.020777637	0.22910279	0.38734147
a31	0.3682022	2.5436768e-06	0.040104892	0.024233218	0.055563703	0.11138058	0.40043715	3.197432e-05	9.443842e-06	3.4264594e-05
a37	0.8385447	3.8000135e-06	0.001149905	0.0016333879	0.003368222	0.00047403038	0.016383009	0.12764831	0.0033136648	0.0074809445
a21	0.9859876	1.4719871e-05	0.00091748964	0.0018900725	0.00380549	0.0017977003	0.004342642	0.00079985306	7.500819e-05	0.00036946882
a31	0.5056035	0.00023053515	0.019126805	0.11804925	0.043998763	0.014735547	0.18720539	0.03619046	0.0033919374	0.0714678
a7	0.9585324	4.8061526e-07	0.005158895	0.007188976	0.014788422	0.004294343	0.0094795795	0.0004310667	7.684327e-05	4.891527e-05
a29	0.6035591	7.007622e-06	0.042540655	0.08654291	0.04807458	0.020657128	0.18869138	0.0076648793	0.00042557364	0.0018368282
a31	0.801837	1.0318585e-06	0.019215094	0.075812936	0.04619581	0.013251796	0.04296773	0.0005399915	3.345108e-05	0.00014517743
a29	0.521458	2.898966e-06	0.056143407	0.07181135	0.16915962	0.14929737	0.03195224	7.1098707e-06	0.00015385827	1.41789615e-05
a31	0.1225015	2.1938258e-06	0.14052603	0.3345656	0.19174595	0.14057006	0.06986375	1.15438215e-05	0.000107400905	0.00010598809
a41	0.06192195	1.3803648e-05	0.060114708	0.10248478	0.19656397	0.4956471	0.082786955	3.5203295e-05	0.0003773999	5.4117372e-05
a18	0.08503951	5.1470444e-05	0.03260759	0.19394611	0.20897923	0.4627954	0.016370533	4.1013186e-06	0.00015567821	5.034281e-05
a31	0.052907	1.3413743e-05	0.031298835	0.07434629	0.22279046	0.61175305	0.006879443	1.8926532e-07	6.543474e-06	4.7324816e-06
a37	0.41979805	0.0017858081	0.0226181	0.14843112	0.24297345	0.12866853	0.031091198	0.0007603456	0.0030669644	0.00080646505
a3	0.5496285	0.0034967875	0.017479971	0.11424687	0.22198232	0.0664453	0.022034759	0.00036599548	0.0024374432	0.0018820736
a21	0.41470647	0.001563198	0.015088434	0.08183003	0.26563296	0.18555754	0.032997053	4.617701e-05	0.0014821502	0.0010959187
a31	0.44849598	0.0014941719	0.014774327	0.041675907	0.16307755	0.28586602	0.043571927	1.4512441e-05	0.0005146464	0.0005150038
a37	0.47542614	0.022093592	0.034870185	0.12580323	0.19410264	0.0782381	0.049806155	0.0014220732	0.011213136	0.0070247008
a31	0.24274404	0.061588496	0.059626937	0.20313849	0.21431895	0.094049454	0.062539525	0.003987037	0.03502313	0.022983892
a28	0.051933724	0.21177372	0.14109002	0.1839094	0.17560644	0.105811305	0.039005473	0.029233258	0.037355408	0.024281355
a31	0.035803612	0.1955444	0.090163894	0.24183522	0.19852796	0.08399087	0.058266837	0.020993814	0.028782899	0.046090577
a8	0.03317428	0.22437136	0.13645901	0.13154837	0.103070505	0.06745632	0.032065853	0.11716703	0.12873803	0.0259492
a31	0.034990128	0.4020633	0.05893685	0.112431936	0.099941455	0.054878	0.054809585	0.046989355	0.050081197	0.084878124
</S>	0.02676147	0.25897682	0.061248038	0.046857964	0.03608809	0.027267858	0.03260611	0.2298595	0.24440524	0.03592889
