 	vuole	andare	a	Lecce	</S>
a20	0.07702732	0.107060015	0.06835759	0.15613787	0.5914172
a31	0.6889416	0.10380969	0.024401283	0.1335322	0.04931522
a18	0.6077849	0.15013547	0.039367244	0.20028938	0.0024229828
a46	0.0041199937	0.0017009309	0.0044696527	0.9218449	0.067864574
a37	0.006325865	0.018786583	0.009032954	0.88693744	0.07891726
a23	0.020864569	0.052956827	0.11331835	0.589117	0.2237433
a18	0.44553912	0.1118258	0.010783924	0.40482056	0.027030466
a38	0.1268651	0.034624543	0.011408374	0.5486019	0.27850008
a37	0.20424676	0.034002513	0.0058680605	0.50046736	0.25541535
a31	0.33241662	0.06482938	0.01359831	0.2567717	0.33238396
a20	0.12159601	0.033272184	0.036239304	0.3974569	0.4114356
</S>	0.10811247	0.05127485	0.06688177	0.11373913	0.6599918
