 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.15128344	0.038076222	0.016179847	0.035539713	0.02305351	0.12076112	0.14241953	0.47268662
a31	0.010383648	0.020292273	0.0037118963	0.0024641037	0.9093336	0.04649242	0.006655714	0.000666438
a37	0.17003424	0.36203122	0.24381426	0.005106576	0.073967524	0.0045684837	0.140302	0.00017562487
a31	0.066937625	0.011708106	0.00086797785	0.005204019	0.10531741	0.123203464	0.6442497	0.042511716
a20	0.20476861	0.096181735	0.03317211	0.49167114	0.05960255	0.015356333	0.097167484	0.0020799714
a31	0.069155395	0.005677414	0.0025599287	0.26914826	0.52326316	0.059833344	0.06425557	0.0061068754
a20	0.22964163	0.518262	0.2010167	0.008206703	0.014343803	0.015339393	0.0067302594	0.0064594285
a13	0.13059284	0.22706947	0.080032066	0.09630377	0.0143893575	0.2312425	0.21736309	0.0030069768
a20	0.15878133	0.33213302	0.18945804	0.069941685	0.062047925	0.059400756	0.084544584	0.043692652
a24	0.0058880975	0.027769607	0.026492866	0.049376477	0.27274692	0.40624177	0.18986116	0.021623155
a31	0.008293138	0.03910169	0.028236289	0.03407909	0.13348676	0.22037272	0.47097704	0.06545329
a0	0.16159332	0.12229221	0.0866355	0.075216986	0.09043995	0.09900806	0.18422392	0.18059008
a35	0.064146385	0.09219935	0.095828645	0.09990884	0.06791796	0.08500837	0.1577045	0.33728597
a0	0.045180503	0.0970824	0.13117747	0.14108334	0.08371053	0.11772002	0.23685852	0.14718722
a31	0.057259057	0.09646707	0.08289235	0.07848135	0.07984675	0.12307231	0.27482066	0.20716043
a11	0.11024096	0.11960907	0.10842052	0.111271	0.110350356	0.12193954	0.15747465	0.16069393
a20	0.10509164	0.11536885	0.1082757	0.10787168	0.105437376	0.11474604	0.14781281	0.19539596
a41	0.11425528	0.118618526	0.11631114	0.11877836	0.11500784	0.120799676	0.13626398	0.1599652
a10	0.11715775	0.120663434	0.1206395	0.123722956	0.11937692	0.12468095	0.13430718	0.13945134
</S>	0.11727411	0.12103812	0.11942667	0.12090913	0.11917364	0.12454179	0.13630424	0.1413323
