 	non	aveva	dove	aveva	per	stare	</S>
a7	0.04193324	0.05812024	0.0735599	0.032182805	0.15460967	0.47311506	0.1664791
a31	0.41851392	0.27910057	0.07368072	0.043221243	0.030667601	0.10051118	0.054304723
a29	0.363726	0.062309843	0.0003831394	0.0012476282	0.0010229248	0.55444324	0.016867174
a19	0.002753587	0.0020182556	1.4423313e-05	0.0008271277	0.0033866793	0.96615726	0.024842601
a46	0.020765318	0.03985038	0.012041791	0.019469481	0.13264789	0.3130899	0.4621352
a31	0.09949221	0.124367036	0.009628629	0.12445324	0.044510446	0.52440685	0.073141545
a38	0.016448546	0.02060646	0.0016783149	0.006245885	0.0050054314	0.9486817	0.0013336396
a31	0.00086073444	0.001446666	0.0003874284	0.0023689969	0.0019740248	0.9905255	0.002436647
a20	0.23963873	0.077817716	0.05443297	0.04592353	0.25848833	0.2550401	0.0686587
a31	0.031995896	0.0613038	0.029393137	0.07406987	0.23196259	0.46358132	0.10769336
a0	0.18609564	0.25992817	0.08994021	0.046104092	0.11872358	0.1916795	0.107528806
a31	0.082888566	0.11647099	0.07389127	0.11656589	0.1624465	0.26134843	0.18638833
a46	0.18890575	0.2352872	0.10289686	0.088860124	0.119943485	0.14651899	0.11758746
a18	0.10671753	0.11453903	0.09825337	0.11774426	0.13241172	0.18334591	0.24698822
</S>	0.0823087	0.0871046	0.08632214	0.15715162	0.20402007	0.27060354	0.11248935
