 	lo	posso	finire	di	fare	</S>
a20	0.23332754	0.07331776	0.029571114	0.038204126	0.086240925	0.5393385
a31	0.023424516	0.45565695	0.3968194	0.017230285	0.10031525	0.006553596
a46	0.26058996	0.08773431	0.08761191	0.083293475	0.42562053	0.055149794
a31	0.17494504	0.0943127	0.031961076	0.12798654	0.48547208	0.08532249
a41	0.5522445	0.3173031	0.117325686	0.0065450626	0.0062957215	0.00028600433
a18	0.54497224	0.1671507	0.008783013	0.024151247	0.1896258	0.065316975
a7	0.11722288	0.7286956	0.13214782	0.002216095	0.017478706	0.0022389314
a41	0.06298108	0.6583653	0.2163176	0.010127184	0.043371215	0.008837591
a31	0.123541124	0.6312337	0.24050878	0.0016271077	0.001876533	0.0012127206
a0	0.14287883	0.7584558	0.053676736	0.012138296	0.026526993	0.006323274
a31	0.015703632	0.6960959	0.20974469	0.013372276	0.041856147	0.023227416
a39	0.25640115	0.1475728	0.09876024	0.1722907	0.17492646	0.15004863
a46	0.03381504	0.1506318	0.021059727	0.07045146	0.62053573	0.10350629
</S>	0.07549338	0.07829553	0.021088075	0.076550126	0.48700395	0.26156893
