 	voglio	un	forno	che	vende	rustici	</S>
a31	0.24935395	0.20146535	0.00752802	0.003384141	0.014350477	0.057162143	0.4667559
a37	0.27532816	0.1538834	0.05098103	0.44786188	0.03908359	0.029803831	0.0030580945
a31	0.002126856	0.073033266	0.5815242	0.30596748	0.0015349543	0.021186927	0.014626363
a17	0.21341589	0.007238534	0.20559819	0.51986617	0.009637536	0.0160945	0.028149217
a20	0.0062070023	0.005228176	0.1518885	0.4902708	0.012064139	0.2203443	0.11399714
a31	0.0032525817	0.031481404	0.24247868	0.12916069	0.0064510163	0.06176976	0.5254059
a41	0.16590534	0.6228565	0.12909536	0.017858833	0.049429554	0.01381426	0.0010401941
a24	0.008048709	0.07457345	0.4957212	0.14964125	0.014018221	0.01914151	0.2388557
a31	0.042331446	0.7875894	0.035439644	0.00842984	0.05579465	0.03389498	0.036520187
a39	0.026495803	0.5773767	0.03274692	0.07962835	0.16567665	0.090320095	0.02775545
a31	0.017342668	0.5893988	0.016196439	0.025815522	0.25442415	0.03888756	0.057934783
a8	0.08851284	0.07349934	0.069754414	0.14676426	0.2646722	0.21545953	0.1413374
a26	0.11794161	0.20984422	0.10312708	0.1028046	0.13801296	0.12406919	0.20420039
a23	0.09742571	0.2354845	0.08421592	0.07882689	0.117922895	0.12151773	0.26460636
a31	0.13203476	0.37554348	0.06453457	0.043935534	0.06584921	0.072282866	0.24581954
a20	0.118900284	0.1269323	0.11505542	0.13396905	0.19559644	0.15432926	0.15521725
a39	0.11822287	0.23555638	0.09715478	0.086370386	0.10804837	0.11055246	0.2440948
a11	0.13933611	0.14696573	0.134056	0.13455759	0.14481562	0.14409073	0.15617827
a37	0.14911489	0.18271577	0.12657413	0.1220078	0.12986077	0.14105399	0.14867271
a14	0.13788474	0.3615794	0.103306346	0.084344015	0.09303075	0.0971883	0.122666456
a24	0.13499317	0.2626765	0.11535968	0.10353208	0.11700704	0.11940176	0.1470298
a28	0.13763341	0.21650793	0.12602544	0.117760696	0.12474859	0.12720418	0.15011975
a20	0.14219311	0.15589538	0.13431436	0.1326559	0.13956738	0.1401147	0.15525916
a8	0.13898134	0.15468335	0.13632023	0.13506861	0.14136398	0.14092974	0.15265279
</S>	0.13897209	0.14263016	0.13862792	0.13909513	0.14549601	0.14400677	0.15117191
