 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.025772402	0.009144254	0.0031022634	0.00514097	0.0077410094	0.043524813	0.18794857	0.09837245	0.15587905	0.46337423
a20	0.0006852177	0.064270556	0.028812662	0.016778052	0.00083773315	0.052375343	0.5267214	0.3090597	0.000106958876	0.00035234765
a31	0.00054659846	0.18139572	0.010196764	0.00495186	0.0006263992	0.37719685	0.41695303	0.007934264	5.6422883e-05	0.00014212253
a28	0.000103957114	0.023517417	0.011755969	0.0053852117	0.0001413799	0.016352303	0.12688555	0.8042536	0.0022971423	0.009307527
a37	0.0017656422	0.27252686	0.00844981	0.00231064	8.8032204e-05	0.039035194	0.46032482	0.21439096	0.0006860183	0.00042196902
a24	0.006924055	0.13387239	0.008479922	0.007674488	5.0039744e-05	0.012189743	0.11971347	0.7083281	0.001871631	0.00089612947
a31	0.025685392	0.056527525	0.010055979	0.004341052	2.368997e-05	0.0060634124	0.19347237	0.7034151	0.00028994933	0.00012550963
a20	0.038827006	0.1062854	0.029745633	0.0134987105	0.0013955105	0.10800523	0.27141133	0.34897983	0.029395035	0.052456394
a1	0.00535559	0.026434042	0.010486776	0.0020181998	0.0005379749	0.10454558	0.6586238	0.12603018	0.028362105	0.037605695
a31	0.0022570197	0.00833815	0.0051609385	0.0012774243	0.00066654995	0.086313106	0.7657131	0.10777364	0.011268366	0.0112316515
a28	0.067062154	0.10085441	0.030119374	0.008199011	0.007034742	0.07450537	0.334721	0.29242086	0.028041402	0.057041682
a24	0.0060938783	0.013102849	0.00890921	0.0022317825	0.0015805194	0.0720219	0.5857057	0.23288521	0.025380848	0.0520881
a28	0.0039539244	0.011086032	0.006164671	0.0016440713	0.0013821726	0.07805947	0.62234646	0.18631066	0.030642256	0.058410287
a24	0.0004451036	0.0032762608	0.0013144051	0.0006174997	0.0003779563	0.0493737	0.889592	0.049497362	0.0023794854	0.0031263134
a46	0.0003730632	0.0023514547	0.00029143575	0.00020618092	9.79484e-05	0.04251858	0.94073886	0.013329471	5.0862716e-05	4.212407e-05
a14	0.00034522905	0.0019358163	0.0004316314	0.00039195607	0.00011899808	0.041695546	0.93262404	0.022317804	7.523554e-05	6.3708205e-05
a31	0.00090601156	0.006565439	0.0051883436	0.003757895	0.00058215903	0.023896944	0.4312275	0.52782065	2.8525208e-05	2.6534715e-05
a11	0.0002560994	0.003560379	0.00092516025	0.0004412811	0.00015905607	0.07758297	0.91408634	0.0024657699	0.00025370735	0.0002692384
a31	0.0009873495	0.0025811645	0.011187032	0.007939273	0.0022198763	0.04469196	0.83777815	0.05503746	0.015083198	0.022494571
a47	0.030318221	0.035807226	0.041504245	0.02791453	0.011231841	0.08205944	0.5969289	0.098026834	0.025672648	0.050536077
a31	0.0023871462	0.0033166718	0.008991075	0.001886617	0.000522352	0.038604267	0.75640345	0.12590119	0.017730134	0.044257138
a24	0.094519086	0.18260606	0.11524203	0.057102498	0.011167589	0.08300001	0.27234286	0.1134242	0.030900642	0.039695
a1	0.036505233	0.040350158	0.123074934	0.053440187	0.008999011	0.09843488	0.293814	0.1739884	0.08985517	0.081538014
a20	0.043388814	0.042742047	0.081929564	0.023415798	0.004022279	0.097119115	0.35476756	0.11777016	0.09956037	0.13528426
a31	0.02162698	0.020727258	0.19720088	0.05521916	0.009833084	0.0683166	0.24455693	0.16010071	0.08351985	0.13889855
a20	0.10545605	0.07501023	0.22678085	0.15913779	0.027974213	0.061549757	0.080561936	0.07040098	0.13166238	0.061465874
a37	0.03413258	0.02784333	0.23757963	0.07210091	0.020198409	0.04045621	0.09192064	0.17802447	0.1396925	0.1580513
a24	0.028995728	0.028077586	0.36104786	0.068258375	0.020440383	0.06324944	0.15961589	0.13022128	0.06977239	0.070321105
a29	0.018531883	0.021912787	0.40612784	0.0642356	0.011720818	0.08058793	0.23576853	0.07964084	0.03264834	0.04882538
a20	0.011472694	0.020840442	0.3072245	0.054239	0.008644663	0.06587689	0.39268017	0.0636713	0.023012938	0.052337434
a10	0.009724508	0.016406987	0.21022323	0.043375976	0.006235508	0.061380655	0.53457695	0.060575128	0.017336108	0.040164992
a31	0.0063030217	0.016359275	0.16148043	0.030647092	0.005247341	0.06108717	0.6473864	0.04390998	0.009578459	0.018000834
a17	0.016813556	0.027169457	0.4596882	0.062068738	0.017112406	0.08979386	0.209026	0.052634668	0.025077367	0.040615708
a20	0.028649326	0.028154152	0.34565017	0.05804845	0.02341405	0.06274236	0.14682022	0.12659882	0.07175646	0.10816597
a28	0.033303276	0.034286328	0.34676543	0.06189298	0.030231215	0.06689381	0.11571934	0.101117566	0.0795222	0.1302679
a0	0.029754447	0.037600953	0.4147119	0.06375577	0.028936855	0.09373074	0.13856892	0.06435002	0.049428537	0.07916183
a18	0.03993185	0.043121155	0.3935735	0.071931295	0.037235912	0.08019849	0.10766742	0.074835956	0.062327266	0.089177236
a33	0.045363635	0.048737653	0.36483833	0.07388061	0.04337149	0.08324717	0.094347246	0.072335914	0.071644016	0.102234
a20	0.032086678	0.028558249	0.16891512	0.042746816	0.028065186	0.032688778	0.055177603	0.17767404	0.18881476	0.24527273
a31	0.05534221	0.055859733	0.19591649	0.06764368	0.05464188	0.07187843	0.084607914	0.11159388	0.12768678	0.174829
a8	0.0427409	0.06446985	0.2946932	0.077869974	0.045802724	0.15952668	0.14117007	0.05466019	0.05732416	0.061742313
a23	0.05755494	0.049742244	0.3307696	0.07877308	0.047445193	0.05793614	0.0819842	0.105063185	0.09049933	0.10023211
</S>	0.039380904	0.03803919	0.12796728	0.045866173	0.0375705	0.040813677	0.054871902	0.16836934	0.20760168	0.23951936
