 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.012033542	0.047298744	0.008898077	0.011483142	0.005459314	0.012456919	0.009013874	0.0053858403	0.00277058	0.03722476	0.48748466	0.36049056
a24	0.023509597	0.06090969	0.030966448	0.0022539906	0.0709316	0.03179232	0.050098784	0.02462951	0.07993419	0.6105596	0.009627694	0.004786556
a31	0.2044389	0.016901555	0.041968588	1.2605995e-05	0.05886091	0.009172024	0.037705828	0.4283687	0.09151238	0.11105832	3.8439257e-08	1.6901647e-07
a28	0.009175513	0.003100777	0.0028417015	5.328617e-05	0.4147791	0.028605867	0.030833777	0.1564279	0.04454711	0.3057368	0.0008900199	0.0030081447
a15	0.08197696	0.009710134	0.024162771	0.00043923754	0.091432564	0.10333395	0.13798206	0.37326112	0.055454057	0.121265575	0.00029660016	0.00068500644
a28	0.07557506	0.010509973	0.0233914	0.00017361081	0.17437977	0.088716246	0.114917845	0.13208316	0.087141626	0.29306692	1.524424e-05	2.9207193e-05
a31	0.0038411613	0.032536976	0.0238979	0.0012992566	0.4551489	0.25089607	0.20445168	0.006576063	0.0027838058	0.018420296	1.2979648e-05	0.00013497182
a8	0.01122249	0.013338939	0.0016760234	2.513951e-05	0.012875831	0.005556029	0.0038759373	0.017136328	0.056509584	0.86575174	0.006270698	0.005761295
a31	0.0042050583	0.021712989	0.010485726	0.0006761289	0.056597088	0.049716886	0.014565335	0.015196611	0.02422416	0.74565196	0.038015865	0.018952155
a33	0.07331001	0.13331322	0.014449949	0.002063028	0.03883023	0.047187638	0.0548357	0.08509658	0.05316298	0.3513964	0.070941284	0.075412974
a20	0.025168382	0.111587204	0.04671545	0.005186553	0.143526	0.1554225	0.07480102	0.041717056	0.02276356	0.15385954	0.10954606	0.10970665
a14	0.014616406	0.114240564	0.08018755	0.0031762617	0.19620048	0.21401055	0.062946655	0.038436893	0.020242652	0.22080693	0.016396815	0.018738184
a31	0.024421636	0.10374707	0.09810592	0.0053704088	0.06890151	0.10279559	0.045734007	0.041286748	0.014754328	0.4878494	0.0032951513	0.0037382566
a17	0.059939902	0.1919874	0.07241242	0.01241302	0.12908319	0.16662347	0.15558767	0.109799996	0.026359336	0.04733766	0.013782036	0.014673922
a20	0.022347987	0.1915089	0.12315869	0.0070602214	0.21389785	0.25298592	0.08348957	0.030215204	0.011207434	0.04777661	0.0069364854	0.00941515
a31	0.010937684	0.29253587	0.25563437	0.007960743	0.13107416	0.1925723	0.042013284	0.013358054	0.0045942664	0.037750505	0.0035094828	0.008059346
a8	0.060949396	0.18838121	0.09870276	0.056492865	0.08920982	0.13283023	0.18534322	0.10980825	0.027403645	0.021333596	0.015874239	0.013670699
a24	0.025037663	0.23856056	0.14462753	0.012177737	0.14809878	0.23969534	0.10210307	0.034441143	0.0065077385	0.027386691	0.008753763	0.012610083
a28	0.009243805	0.30004948	0.15564045	0.01701987	0.12282972	0.19745512	0.09764228	0.049108863	0.020946778	0.012115114	0.005391699	0.012556799
a20	0.011591903	0.32723323	0.14147304	0.013453563	0.08685665	0.1548591	0.10498176	0.10507931	0.022200646	0.00950943	0.006026361	0.01673496
a31	0.015244374	0.33027467	0.15006179	0.015057636	0.11573958	0.17166218	0.09448785	0.050014894	0.01570526	0.011258263	0.0071817157	0.02331176
a46	0.010643963	0.11791713	0.08063673	0.03653334	0.13513902	0.2429565	0.2063023	0.11401769	0.025811763	0.0065330365	0.008312928	0.015195531
a18	0.018770779	0.31086946	0.15826258	0.019948488	0.08869433	0.156591	0.09995365	0.04598725	0.010387545	0.034818895	0.018294383	0.037421543
</S>	0.008010358	0.12968367	0.11687999	0.02778654	0.12915048	0.19807768	0.14744386	0.11982118	0.05641457	0.010162261	0.016666925	0.039902415
