 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.013040674	0.0030208244	0.022617951	0.0022605862	0.002179598	0.0054122526	0.0012127125	0.006457597	0.05331406	0.14995767	0.740526
a31	0.050258856	0.0002285464	0.00040677967	0.026990836	0.012255693	0.0040243277	0.2591735	0.6092979	0.033597432	0.0036578202	0.000108293265
a46	0.00044223282	3.4372562e-05	1.6377766e-05	0.024314748	0.006881827	0.0023630813	0.5088086	0.35453695	0.016390717	0.072873496	0.013337535
a20	0.0028410442	3.964802e-06	3.8212363e-07	0.011007382	0.0005656763	0.00019487385	0.29380956	0.6894461	0.00012423041	0.0019045494	0.000102224636
a31	0.0086111035	0.0024103902	0.00035542675	0.55621916	0.020164363	0.013618074	0.04434073	0.22732925	0.010533363	0.076493375	0.03992476
a29	0.02436036	2.099034e-06	1.2145803e-05	0.049163297	0.006297493	0.00043976083	0.10248282	0.74525785	0.0502532	0.020696932	0.0010339812
a31	0.016264355	0.00011314743	0.0019184673	0.028778616	0.009201269	0.0030917304	0.04177221	0.6708292	0.11062883	0.1043172	0.01308505
a37	0.14601381	0.00017908087	0.0006618197	0.37766054	0.040235948	0.0059269406	0.036111534	0.044581413	0.14557917	0.07604295	0.12700681
a31	0.051927272	2.3215913e-05	0.00012495897	0.7012372	0.0060486435	0.001833103	0.00562846	0.037064854	0.092907816	0.084018074	0.019186541
a41	0.0828816	0.002970398	0.009101274	0.044076856	0.07476148	0.010405824	0.08602877	0.094252825	0.23288631	0.2555776	0.10705707
a8	0.071375795	0.0029999674	0.0035526017	0.03840343	0.085973546	0.0039826203	0.047229636	0.050877053	0.4873442	0.14966409	0.058597118
a31	0.093531765	0.0048138653	0.0047216844	0.13667867	0.20272437	0.0063418555	0.11230107	0.107246146	0.14663257	0.10382408	0.08118388
a20	0.10425408	0.06380709	0.07776776	0.055677313	0.12054398	0.05531425	0.04581726	0.18153596	0.12249249	0.053778738	0.119011045
a0	0.13139313	0.043694265	0.021203855	0.030173391	0.114728436	0.019949405	0.04995203	0.1964024	0.05586333	0.112269305	0.22437048
a29	0.048682008	0.011523448	0.006662598	0.09898999	0.50053024	0.010380469	0.106611736	0.13000005	0.024636704	0.025727069	0.036255665
a31	0.15376265	0.009476327	0.0064699156	0.08353268	0.117882006	0.0076117273	0.26026323	0.28394464	0.023077216	0.020592354	0.033387225
a24	0.14957307	0.09466873	0.047820468	0.060381714	0.2496845	0.047768693	0.04777051	0.17903192	0.029251812	0.03450455	0.059543967
a17	0.08036291	0.027439013	0.012896048	0.038172763	0.41455135	0.0148549015	0.049300767	0.15493311	0.03136893	0.06260974	0.113510504
a8	0.0518404	0.018309066	0.011294744	0.07037711	0.47155982	0.013510873	0.07440837	0.18496159	0.017877433	0.025020277	0.060840253
a31	0.09661156	0.02581511	0.014716078	0.048239093	0.18099885	0.014589585	0.17285632	0.32704282	0.028990515	0.031393252	0.05874682
a18	0.13826677	0.08722372	0.04177862	0.060189676	0.36553586	0.042965114	0.039623767	0.113290444	0.02839241	0.033434596	0.049299035
a38	0.10076069	0.043330267	0.022681568	0.03879369	0.2504032	0.023781052	0.055612866	0.22358146	0.03451567	0.062971495	0.14356808
a31	0.07109693	0.04803645	0.039187364	0.06964417	0.26897132	0.0405381	0.06881691	0.19790041	0.04357689	0.053889256	0.09834223
a8	0.12410094	0.08781429	0.0562376	0.07436189	0.31378603	0.058456108	0.050103646	0.074906096	0.04845701	0.050988074	0.06078833
</S>	0.070577905	0.046462845	0.033723198	0.043359376	0.14062943	0.03456733	0.043971684	0.12457603	0.05568856	0.12118945	0.2852542
