 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.015048536	0.0031663764	0.0026821888	0.007819835	0.013853766	0.04145408	0.23432942	0.6816459
a31	0.0017004018	0.02955115	0.28940886	0.67875886	3.235996e-05	0.00010217762	0.0004203966	2.5727004e-05
a21	0.00988249	0.02169873	0.86276597	0.012632853	0.0013143037	0.00936536	0.06564139	0.016698828
a28	0.035096373	0.11375205	0.6561473	0.19320078	4.122717e-05	2.6094307e-05	0.0016614526	7.469819e-05
a35	0.014017204	0.19764459	0.704705	0.064049274	0.0014988317	0.0009802729	0.012844068	0.0042608413
a24	0.056230478	0.38637632	0.49648714	0.052120477	0.00036608434	0.00037768044	0.005462705	0.0025791198
a46	0.1278597	0.6439148	0.14244866	0.082366906	0.000111615256	8.167465e-05	0.0016265949	0.0015900054
a31	0.17505962	0.28981748	0.13559592	0.37518144	0.00013497639	0.00014903297	0.0173747	0.0066867946
a24	0.17222175	0.6298694	0.06039565	0.10861502	0.00042369394	0.00024289962	0.01571759	0.012513935
a46	0.038903926	0.12179834	0.034547064	0.63457334	0.0044388147	0.009163896	0.11120121	0.045373425
a20	0.0086618345	0.0127332015	0.009841051	0.12652591	0.018047752	0.14997263	0.49806288	0.17615467
a31	0.014559774	0.019861376	0.023633884	0.6292661	0.01296189	0.04766933	0.19169122	0.060356475
a6	0.004381729	0.021697039	0.028169299	0.92211276	0.0019338764	0.0062577277	0.012393658	0.0030539613
a20	0.031039149	0.02817202	0.017273845	0.42970577	0.009794698	0.061401572	0.25246745	0.17014548
a31	0.011798169	0.008786439	0.017079102	0.24077691	0.020722156	0.17263106	0.25914794	0.2690583
a45	0.009199064	0.01376743	0.023323748	0.86088103	0.013000477	0.035387523	0.027879486	0.0165613
a20	0.060971554	0.044676542	0.02261395	0.4957588	0.005729963	0.029386396	0.2039649	0.13689795
a31	0.022272544	0.017917294	0.030115446	0.30627075	0.025983479	0.11483181	0.19544767	0.287161
a46	0.057377268	0.061392903	0.05588693	0.5664883	0.05296691	0.062229834	0.06846405	0.07519376
a31	0.033933077	0.026526188	0.036357276	0.3677983	0.01843629	0.042571764	0.20414208	0.27023497
</S>	0.09369474	0.09561781	0.088028304	0.29072496	0.09251631	0.115996964	0.09809465	0.12532625
