 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.23605353	0.022183329	0.013804846	0.0025457419	0.0029819675	0.027845949	0.048018873	0.101782545	0.54478323
a31	0.0024506284	0.90578854	0.018597735	0.059722465	0.010650274	3.1331492e-05	0.0010693166	0.0013963555	0.00029336102
a37	0.015506116	0.052825622	0.120155655	0.3438221	0.3725393	8.776304e-05	0.0015957935	0.08873852	0.004729188
a20	0.0048350217	0.00067261455	0.003506714	0.007563451	0.010496387	8.234981e-06	0.0019629262	0.96782315	0.003131639
a28	0.004721836	0.0009978388	0.010401389	0.0067117615	0.005628971	0.00049916806	0.004292484	0.9478967	0.018849898
a37	0.037304338	0.01451182	0.09644069	0.056790825	0.048421334	0.0002868699	0.008388543	0.6907661	0.047089558
a18	0.016415993	0.13280776	0.21757832	0.41407627	0.07941095	0.00043602588	0.051113773	0.03864538	0.04951547
a31	0.022828935	0.6229682	0.15221451	0.09450754	0.019177245	0.00043792737	0.034352604	0.03440645	0.01910662
a0	0.01618642	0.91494536	0.013554816	0.010467649	0.0039158715	3.749925e-05	0.00497837	0.032542992	0.0033710694
a13	0.021790434	0.86430055	0.013778277	0.01063911	0.005332881	7.9929e-05	0.0044638785	0.0743584	0.0052564903
a31	0.019300114	0.9152965	0.0077785724	0.005216463	0.00314645	2.6717698e-05	0.0033083311	0.043037135	0.0028897305
a41	0.048374586	0.8618543	0.05812567	0.015344868	0.006540017	0.0006425922	0.0018308648	0.0052856607	0.0020014788
a24	0.08260048	0.73543745	0.13762173	0.020412633	0.005523321	0.0026172113	0.0017484137	0.0076156515	0.006423059
a37	0.18280633	0.6434193	0.11224713	0.019855542	0.010776427	0.008739543	0.004689375	0.008127743	0.0093385745
a31	0.21904352	0.48648214	0.16018476	0.037859652	0.017831352	0.03524703	0.011849412	0.01083469	0.020667415
a28	0.17002298	0.27201068	0.21375015	0.14236821	0.027141197	0.07642837	0.025452772	0.02182163	0.051004022
a11	0.21922477	0.2543818	0.2882705	0.07679384	0.013707639	0.025156485	0.013272374	0.034813784	0.07437877
a39	0.10953308	0.14290085	0.22316338	0.15961367	0.033400096	0.19463061	0.043151762	0.03306504	0.06054151
a46	0.21039836	0.19981153	0.25056246	0.13546564	0.029171152	0.05784868	0.027173394	0.033648364	0.05592041
a49	0.12597516	0.099317744	0.11660559	0.11214747	0.05904394	0.15459992	0.07319713	0.09831468	0.16079836
a31	0.12384853	0.12616964	0.22129443	0.217526	0.05312353	0.090547495	0.048651356	0.051534086	0.06730498
a33	0.12534453	0.13483076	0.17624803	0.1929469	0.07173467	0.07940606	0.06829398	0.070426404	0.0807686
</S>	0.22670615	0.13912085	0.10096143	0.05456786	0.04424218	0.042162996	0.049517337	0.123496614	0.2192246
