 	ancora	non	mi	sono	vestito	</S>
a8	0.09722981	0.039870776	0.012010785	0.07497461	0.111430936	0.66448313
a31	0.45537367	0.051049694	0.48926637	0.0013762598	0.0027165113	0.0002176021
a10	0.5539224	0.10383743	0.23331048	0.0033952366	0.09944973	0.006084669
a31	0.490653	0.08803427	0.3319902	0.0017358236	0.047922373	0.039664343
a18	0.52600455	0.2524445	0.19911326	0.0004033372	0.013812555	0.008221792
a31	0.13968778	0.21021579	0.6302887	0.00021772028	0.010093235	0.009496685
a20	0.85464925	0.029174292	0.10417718	0.006797923	0.003803385	0.0013980294
a31	0.4399798	0.060185336	0.4374814	0.010671454	0.020795768	0.03088634
a13	0.8499631	0.010533114	0.053023387	0.022800857	0.034265634	0.029413955
a35	0.6896699	0.0034721731	0.026946487	0.07571108	0.1491102	0.055090174
a39	0.7566492	0.026171988	0.08042158	0.019019237	0.07265872	0.045079216
a46	0.14046867	0.06193251	0.29221067	0.048018843	0.25016567	0.20720364
a31	0.29348555	0.095161125	0.38030234	0.040643413	0.08038384	0.11002372
a20	0.166818	0.12992987	0.3835517	0.088974	0.11320889	0.11751761
a31	0.17590082	0.12486494	0.23864336	0.11903861	0.15144551	0.19010672
a39	0.1639758	0.16114411	0.17203964	0.16141973	0.16684611	0.17457463
a31	0.15553401	0.15001474	0.1665711	0.15787579	0.17657793	0.19342645
</S>	0.162213	0.15962017	0.16070402	0.16626133	0.1684141	0.18278739
