 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.04185065	0.029509366	0.011502949	0.0083781	0.0038860992	0.0047540884	0.017456263	0.01459711	0.016778817	0.03416871	0.1942732	0.2027328	0.0024377056	0.012531042	0.01073142	0.03475833	0.35965335
a11	0.0012169149	0.00039815746	0.00010509972	0.0006222991	0.00022403109	0.00066273595	0.014857144	0.009927042	0.203585	0.028304577	0.0016726246	0.022551833	0.6636939	0.03853231	0.0018726701	0.0040746094	0.0076990495
a37	0.00021739086	0.00038802263	0.0004896912	0.007155184	0.0051720464	0.007172032	0.0426595	0.09085708	0.2539966	0.5794876	9.117362e-06	0.002244385	0.010117534	1.5160813e-05	1.3183736e-06	1.1954354e-05	5.3338913e-06
a28	0.006274034	0.007902726	0.006370982	0.03948191	0.019624045	0.026076147	0.12706421	0.11371285	0.30454448	0.31547043	0.00043595323	0.016621895	0.015759192	0.00023128992	3.4359855e-05	1.5479447e-05	0.00038000682
a31	0.004898558	0.00999117	0.0074643744	0.064591475	0.018863888	0.0243539	0.20933129	0.1298339	0.36538708	0.1161473	0.00049984036	0.008140375	0.03929469	0.0004569029	5.4454245e-05	6.7221595e-06	0.00068403437
a21	3.544154e-05	1.0470177e-05	2.5596475e-05	0.0019120784	0.0005118751	0.0011412109	0.06175977	0.042906012	0.81896	0.07164248	3.066202e-06	0.0006733077	0.00039117667	2.2618483e-06	5.026835e-07	3.9616725e-06	2.0785234e-05
a31	0.0012193269	0.0008917141	0.002579553	0.19307953	0.022670299	0.017569086	0.22462367	0.021733925	0.37655556	0.097639926	0.005976455	0.029813666	0.0034806007	0.0010669733	0.00026979204	9.3843664e-05	0.00073610456
a10	0.0005482822	0.0006823917	0.0012400633	0.04164898	0.02143315	0.017037358	0.21381427	0.16050735	0.51010084	0.016434714	0.00011092432	0.0062509496	0.000994012	7.887315e-05	0.00068796484	0.0036617022	0.004768196
a31	0.00021082566	0.00053577	0.008495938	0.30301335	0.11410503	0.05716681	0.26598775	0.06413387	0.13015847	0.045960993	0.00025320475	0.007828983	0.00042230124	1.35967475e-05	0.00018534585	0.00105478	0.0004729502
a3	0.011383345	0.007724992	0.012995305	0.10827929	0.035861142	0.044242665	0.12370837	0.13027449	0.2481771	0.03851579	0.0027855653	0.067130074	0.015459941	0.0042305333	0.018628713	0.080047674	0.050554954
a28	0.011475465	0.006880379	0.013351121	0.12037331	0.03400434	0.065081984	0.1659866	0.21020745	0.22694254	0.036289137	0.0051554563	0.040720697	0.006218306	0.0023871197	0.004111692	0.031462286	0.019352118
a31	0.011256706	0.010489223	0.012433365	0.09260181	0.028691955	0.05721623	0.15717539	0.22496909	0.2618762	0.042857923	0.01055179	0.026509214	0.0054547265	0.0020612	0.0030596142	0.03722812	0.015567459
a20	0.07125617	0.03057001	0.022667712	0.054103065	0.018833062	0.050282553	0.20421068	0.12138586	0.11528082	0.039317187	0.035429448	0.042206615	0.012120083	0.0045392876	0.0024694132	0.14424126	0.031086797
a0	0.016163182	0.014575755	0.009851018	0.06042854	0.03056779	0.07208799	0.173984	0.19667196	0.2718316	0.039317627	0.019389013	0.011419342	0.0036503214	0.00073152775	0.0012272232	0.07312475	0.00497839
a20	0.0197182	0.022459526	0.017416723	0.08164506	0.03627493	0.0679904	0.15382354	0.1812486	0.2577856	0.040714193	0.027091201	0.013191995	0.0049946215	0.0014495365	0.002132968	0.0625955	0.0094674295
a31	0.00937239	0.03410184	0.052318785	0.14259571	0.07484078	0.08489813	0.15361634	0.1817089	0.17783985	0.045304526	0.011910086	0.0042072516	0.004990558	0.0006516017	0.0022551343	0.016307622	0.0030805108
a20	0.07850685	0.057210505	0.02903737	0.055198967	0.017025935	0.035429772	0.17451024	0.10060099	0.14422499	0.06701036	0.07310946	0.030683558	0.008355763	0.0033229066	0.0014242689	0.11326871	0.011079388
a8	0.02371773	0.06263562	0.057674464	0.16747668	0.08098002	0.098085776	0.124786474	0.12709121	0.16376068	0.040585864	0.020400072	0.0028228732	0.0064131706	0.00070608384	0.0006455372	0.020907998	0.0013097067
