 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
a31	0.007776949	0.62424326	0.037155285	0.0027365764	0.0024750368	0.010020678	0.03831133	0.083049186	0.00985355	0.0008989809	0.0026564614	0.04374866	0.046001405	0.027939286	0.063133396
a10	2.3747962e-05	0.0005591144	0.0001358293	3.052157e-06	0.000286818	0.010482417	0.022742327	0.06122197	0.037715424	0.008105007	0.0062882192	0.38573742	0.06311087	0.33599877	0.06758905
a39	1.1503711e-06	3.0235044e-05	0.0017845322	0.0002087657	0.0036062729	0.013016904	0.013558901	0.016555177	0.0369794	0.010053218	0.0060246726	0.8975101	0.00019631222	0.00031864483	0.00015569523
a31	1.8650802e-05	0.0013658147	0.028115194	0.005392405	0.10054007	0.012549645	0.012736787	0.005161186	0.14687303	0.11711961	0.058627505	0.29765412	0.038313057	0.11745562	0.05807725
a21	3.4739005e-06	4.896743e-06	0.00013247275	3.5764435e-06	0.00028025205	0.47378853	0.01731424	0.20139201	0.0010647479	0.001799537	0.0024036586	0.28438783	0.0113210855	0.0038305183	0.0022731167
a31	1.0984687e-06	0.0005261022	0.0051485575	9.209579e-05	0.040141944	0.23292041	0.097296916	0.05271801	0.035639983	0.06372878	0.0378222	0.3597599	0.0039969757	0.06607724	0.004129875
a21	3.5134249e-06	1.253462e-05	8.065256e-05	5.470922e-06	0.00017900072	0.60882306	0.032701857	0.34248948	0.0005553146	0.0005353411	0.0016690233	0.002288117	0.004728207	0.0048001558	0.0011281852
a31	2.0107701e-07	0.00015564242	0.0005389408	1.2523401e-05	0.013298293	0.6931931	0.17492317	0.094571	0.002593375	0.0027677366	0.0022691682	0.0013380026	0.0010472508	0.012866851	0.00042481284
a28	1.5932283e-05	0.00042115015	0.0010320606	9.824538e-06	0.000550636	0.3195387	0.06308559	0.563683	0.017752726	0.0043073245	0.009055897	0.010669437	0.0010877979	0.0058352565	0.002954596
a31	2.2034885e-06	0.00028590675	0.0017842564	2.290633e-05	0.002989065	0.68857384	0.19410369	0.10226552	0.001794936	0.0012313382	0.00466219	0.0017056437	4.962383e-05	0.00047221515	5.6731027e-05
a37	4.4043092e-05	0.0016758862	0.0015353387	2.2271091e-05	0.00063715957	0.20854187	0.059478857	0.5889966	0.056285366	0.0101244645	0.019194178	0.027059846	0.002720979	0.016146678	0.007536481
a31	5.3425174e-06	0.00026382273	0.00028364197	1.3408486e-05	5.3801e-05	0.25556597	0.032147024	0.691855	0.0063642617	0.0010226719	0.004958695	0.0065350924	0.00021394898	0.000370701	0.0003464638
a6	0.00028980162	0.012726799	0.003676205	6.155504e-05	0.0013019023	0.042495836	0.035063557	0.48296085	0.17103297	0.023837252	0.04669373	0.08016789	0.016781282	0.04555639	0.037354022
a31	0.0008259075	0.16003644	0.022304578	0.00041663318	0.0018180964	0.016235918	0.027163507	0.26185107	0.08161095	0.020631667	0.07781121	0.131545	0.05980638	0.099412866	0.038529813
a20	0.0038409582	0.05061599	0.012917117	0.00074175594	0.005230019	0.022040546	0.1281257	0.23704183	0.07998107	0.02800892	0.13569798	0.09101108	0.08341394	0.07309481	0.04823832
a41	0.0046697725	0.15068008	0.027348189	0.005972377	0.006641416	0.013271645	0.07795426	0.08202372	0.019032849	0.018587945	0.11858889	0.05553677	0.16417335	0.21708116	0.03843766
a33	0.007491264	0.10344882	0.02172686	0.0077526267	0.009354824	0.019255983	0.118018396	0.094676465	0.018137204	0.019856624	0.09976586	0.047552954	0.17681012	0.20808303	0.048068915
a31	0.0041706567	0.26398116	0.032683343	0.004842182	0.0049873968	0.008546833	0.04856447	0.044921305	0.011958257	0.010919209	0.08181218	0.037856113	0.18315075	0.2362046	0.025401533
a37	0.02195474	0.09325048	0.034778494	0.015839124	0.024287222	0.04584995	0.27738744	0.10930694	0.015514735	0.010255827	0.11756261	0.023789272	0.086476	0.10543069	0.01831653
a27	0.00798219	0.1324366	0.021171452	0.01769039	0.011785329	0.0120244	0.025925461	0.01621749	0.0053141313	0.014510006	0.06896204	0.011679683	0.24773486	0.37130156	0.035264377
a31	0.0063755233	0.16189378	0.021653485	0.022092482	0.010972028	0.014446631	0.021081557	0.025167394	0.009963428	0.02733907	0.074710965	0.021813368	0.21218726	0.319002	0.05130106
a3	0.033966158	0.112904064	0.062164165	0.076065674	0.053412933	0.056762204	0.1067019	0.04922188	0.012196896	0.014781345	0.14405383	0.01568432	0.097431734	0.14295243	0.021700393
a8	0.007192609	0.11910432	0.018666638	0.026705237	0.012221886	0.010387289	0.010785817	0.00863062	0.004001626	0.013181049	0.06772937	0.006618437	0.25362608	0.40694168	0.03420737
a38	0.004178699	0.126913	0.018115232	0.032169525	0.008854139	0.011431476	0.009363436	0.014453496	0.009206268	0.0314477	0.084954314	0.016040176	0.22549553	0.35779178	0.04958518
a31	0.00338783	0.12045871	0.039974414	0.02535129	0.007848851	0.029169194	0.018697826	0.060276557	0.039043196	0.08639226	0.18046264	0.07140946	0.10292223	0.17432022	0.04028525
a33	0.025240479	0.11756829	0.05216494	0.09977339	0.044612743	0.035969943	0.033843912	0.024802707	0.010766178	0.023241842	0.17578104	0.014354213	0.12983401	0.19538744	0.016658867
</S>	0.0031806792	0.08422249	0.009714415	0.012804038	0.004786254	0.0034280205	0.0027256173	0.0026573744	0.0020248038	0.007925771	0.03392566	0.0033620566	0.3377962	0.4585366	0.03291005
