 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.023912273	0.029755276	0.021357814	0.1010329	0.05473062	0.019782158	0.13389434	0.6155346
a24	0.9928311	1.4875949e-05	4.4715587e-05	0.00641634	1.3421318e-05	4.745527e-05	0.00028426468	0.00034779214
a31	0.9988042	5.482102e-06	1.0117941e-05	0.0011055706	2.3221558e-08	1.3912289e-05	4.3161093e-05	1.762957e-05
a17	0.9846874	3.3882488e-06	0.00012473816	0.0049720937	1.1022222e-06	0.009138315	0.0008870527	0.00018592455
a31	0.996572	4.083461e-05	8.225542e-05	0.0030024578	6.439751e-06	3.7519218e-05	0.0001922691	6.6274035e-05
a37	0.964802	6.65066e-06	0.00014851805	0.013915902	1.8584908e-05	0.0071020424	0.012599835	0.0014064156
a10	0.8839545	0.0007606267	0.0012503492	0.071544446	3.5775836e-05	0.0014349878	0.017224502	0.023794796
a31	0.8413001	0.0011998572	0.0032536623	0.114306256	1.8182835e-05	0.0008626207	0.032080647	0.006978651
a20	0.96470493	6.5001705e-06	0.00022760825	0.015483753	8.569856e-06	0.0006951882	0.018270439	0.00060300983
a33	0.92072856	7.981063e-05	0.0014250292	0.056593582	5.8809394e-05	0.0003737998	0.018879933	0.0018604718
a20	0.6963234	4.94968e-05	0.002889001	0.2765372	4.8316884e-05	0.00067923917	0.019675616	0.0037977812
a31	0.98543185	5.8566253e-05	0.00087234925	0.013062559	1.6501853e-06	2.0658055e-05	0.00029961838	0.0002526232
a5	0.994241	6.7993395e-05	0.0004160731	0.0042345375	2.6499325e-05	0.0003529759	0.00039612417	0.0002647246
a17	0.9886678	0.00013941491	0.0006683414	0.006997685	8.248064e-05	0.00042693075	0.0012587793	0.0017585946
a11	0.94949406	0.0013608157	0.0033104252	0.030054638	0.00030742458	0.0022056436	0.0061757774	0.0070912745
a10	0.96771526	0.0016512938	0.0031000704	0.023144716	0.00017164182	0.00052011834	0.0014770742	0.0022197883
a31	0.9651631	0.0012038305	0.0033984804	0.02247599	0.00024215928	0.0008355821	0.0025760285	0.0041047996
a24	0.7983837	0.02544724	0.017110003	0.032391146	0.009213234	0.040472522	0.044370748	0.032611523
a46	0.47592464	0.07573534	0.025048666	0.033995662	0.030555114	0.14039062	0.12937756	0.088972405
a20	0.05139294	0.084245	0.018577112	0.027521988	0.06540516	0.29257038	0.2927948	0.16749261
a31	0.046312295	0.093658745	0.024034798	0.030639237	0.07367333	0.34469998	0.26336676	0.12361493
a20	0.12641178	0.11282177	0.05714924	0.058639668	0.08895366	0.28270224	0.17889625	0.09442538
a31	0.1000356	0.29530802	0.08149716	0.080871426	0.08025723	0.13338888	0.11785073	0.110791005
</S>	0.11523671	0.17671996	0.11022989	0.10919427	0.112403125	0.13520676	0.12421453	0.116794735
