 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.051192295	0.004104323	0.0043179556	0.01173122	0.009672246	0.45726424	0.4617177
a31	0.0068107815	0.17359644	0.009837712	0.027099753	0.78204155	0.0004348787	0.00017892472
a17	0.16865359	0.19309261	0.5419275	0.058078934	0.03604453	5.2342595e-05	0.0021504315
a11	0.7413377	0.018714054	0.17880216	0.045530003	0.008645627	6.5639804e-05	0.0069047147
a31	0.13267772	0.08851324	0.41600472	0.12283737	0.017361024	0.000571176	0.22203471
a20	0.222618	0.39555234	0.24885	0.0909228	0.03189832	0.0018101986	0.00834837
a31	0.046050444	0.10252266	0.27225855	0.49995273	0.06270662	0.0018458125	0.014663204
a37	0.15168121	0.2132585	0.053117152	0.004138834	0.57158846	0.0035653266	0.0026504658
a24	0.0016363692	0.010325162	0.036543503	0.00035035293	0.94869	0.0016065502	0.0008480947
a28	0.0087592425	0.12336084	0.009008362	0.0009786913	0.8539942	0.0017911036	0.0021075096
a31	0.0050008376	0.049020577	0.0050855945	0.00044334866	0.9391812	0.00055363914	0.0007147071
a24	0.26549527	0.26626053	0.05587259	0.047448758	0.20669813	0.079243615	0.07898106
a35	0.24720865	0.13808951	0.04498785	0.032260586	0.1165208	0.13926283	0.2816698
a31	0.25264826	0.15262054	0.06897422	0.05782038	0.10142761	0.13222449	0.23428445
a20	0.15257183	0.21054289	0.11734379	0.10422609	0.1465655	0.14282094	0.12592898
</S>	0.107142866	0.068369135	0.055712994	0.05200109	0.07723101	0.17972441	0.45981857
