 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.054669492	0.013932965	0.089342795	0.007552269	0.12272352	0.06053405	0.04940353	0.01597596	0.58586544
a31	0.0019595555	0.0015282704	0.078149766	0.84732395	0.0033829487	0.017882716	0.004291838	0.042355824	0.0031250955
a24	0.14359307	0.0040571275	0.24343577	0.035385992	0.019788396	0.07312953	0.13317692	0.035662867	0.31177035
a31	0.030707076	0.0029936063	0.32070598	0.14587599	0.0013244825	0.0108359	0.015432303	0.4638888	0.008235782
a35	0.13946706	0.0044565476	0.46002156	0.032289073	0.0008158082	0.020717805	0.06717762	0.23128718	0.04376736
a28	0.0017871549	8.7273875e-05	0.0021655008	0.0141339265	0.00048302882	0.017064368	0.027316755	0.9335196	0.003442424
a37	0.0013549805	0.00012325207	0.002130132	0.016872624	0.0009292484	0.0053537805	0.0069145076	0.96475685	0.0015646971
a39	0.0013903636	0.00019284555	0.006714248	0.03465886	0.0021672617	0.0040680924	0.0068315105	0.94031423	0.003662682
a20	0.011592503	0.00092610397	0.06872167	0.22410278	0.0009293209	0.0039445003	0.008613999	0.673264	0.007905091
a31	0.025079602	0.003675213	0.90718275	0.04814374	0.00024749356	0.0005477898	0.0007039531	0.012800148	0.0016193523
a44	0.002769822	0.0059196423	0.9288132	0.050436042	0.00020512973	0.00026958267	0.00036394235	0.01070158	0.0005210614
a31	0.00074050424	0.0016330363	0.98579884	0.010509112	0.00013350633	8.705569e-05	0.000113063994	0.00069812493	0.0002868571
a34	0.00016732623	0.0015281714	0.9879116	0.00903891	0.00052631483	0.00041248882	0.00012186915	9.246644e-05	0.00020094053
a31	0.00329352	0.025489956	0.904416	0.041387383	0.004305961	0.0099018365	0.0014103409	0.0010755041	0.0087195095
a18	0.12634547	0.19054124	0.26521477	0.15114076	0.044952534	0.044646204	0.036722302	0.042673353	0.097763404
a31	0.07921631	0.15890512	0.20950885	0.11986371	0.07127065	0.08669995	0.06625794	0.07067314	0.13760436
a18	0.1799222	0.16164584	0.17214267	0.12684678	0.059550967	0.054381274	0.056812335	0.06603583	0.12266211
a7	0.09919053	0.13441664	0.13887195	0.11171708	0.08842371	0.091132484	0.08722801	0.09033572	0.1586839
a17	0.098199435	0.1316216	0.16332527	0.10960979	0.08908341	0.094113804	0.087269284	0.09292283	0.13385457
a31	0.05904981	0.11862434	0.45151675	0.08299624	0.052205086	0.06275362	0.04850241	0.05317639	0.071175374
a24	0.11582853	0.14885847	0.13680984	0.1284734	0.091420695	0.089997	0.08829098	0.09058356	0.109737486
a31	0.089083396	0.14998834	0.16093118	0.10568992	0.076395266	0.08053818	0.07536495	0.07971596	0.18229285
a43	0.17449696	0.13760157	0.13207471	0.11558783	0.07435546	0.07050019	0.07379892	0.08187186	0.1397125
a39	0.087645784	0.104592584	0.1101482	0.08973758	0.07780107	0.08082751	0.07984045	0.08537217	0.2840346
a31	0.107463434	0.108875036	0.11913578	0.10693632	0.106282376	0.10674843	0.10571648	0.107428595	0.13141355
</S>	0.16222082	0.109758236	0.1170572	0.10349904	0.09251741	0.09120041	0.09397328	0.1000869	0.12968671
