 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.01461001	0.007329272	0.0023746376	0.0008589761	0.0013103768	0.0015500176	0.0054824855	0.006354993	0.024360945	0.19645758	0.7393106
a31	0.0049591935	0.011240747	1.3625756e-05	0.0007883441	0.00075833115	0.0085657025	0.8616394	0.054783326	0.051247984	0.005946777	5.655928e-05
a7	5.2056686e-05	6.89469e-06	3.8564053e-07	0.0064414507	0.14131077	0.11439286	0.6961745	0.027058875	0.003351662	0.007101781	0.004108832
a0	0.003648825	0.0013852336	5.3829996e-07	0.0026235247	0.022177419	0.091600634	0.8293358	0.043106098	0.00023551563	0.005853074	3.3433116e-05
a31	0.009390548	0.005773394	0.00065611285	0.16239771	0.31687135	0.10005891	0.33276814	0.013231169	0.010075932	0.04530658	0.003470099
a37	0.0006863404	0.00051735825	1.9400932e-09	0.0059025763	0.010420361	0.0147517	0.20314215	0.5239532	0.037006684	0.20215766	0.0014619756
a8	0.0014011345	0.0028058244	3.2726976e-07	0.039026298	0.055868987	0.01726107	0.105308674	0.10201349	0.28663617	0.37160257	0.018075451
a37	0.007473458	0.009867991	2.1230946e-06	0.09180115	0.2077684	0.029003942	0.21813847	0.019054174	0.19376157	0.19345507	0.029673604
a31	0.09926733	0.094872974	2.5950703e-06	0.09737452	0.08130632	0.016002838	0.17895728	0.020620488	0.16737445	0.1679946	0.07622657
a17	0.00229376	0.0012210313	2.0591366e-07	0.0016091152	0.0032284036	0.018631943	0.22424679	0.15477027	0.45215794	0.13059253	0.011247987
a37	0.0055773202	0.0027358297	1.822112e-06	0.002489168	0.001809427	0.014246112	0.16659856	0.09164905	0.60259163	0.09956117	0.012739915
a31	0.007493383	0.0062488015	2.050939e-06	0.0020609847	0.000757481	0.0033057989	0.019734103	0.1609955	0.57011163	0.21388537	0.015404913
a14	0.001123924	0.00040408707	1.6316064e-05	0.00035018547	0.005158162	0.03025728	0.84585345	0.01703086	0.034091406	0.04634017	0.019374134
a3	0.008833746	0.005008953	0.0013180276	0.0016532274	0.007427475	0.045187976	0.2987747	0.07589779	0.14936648	0.33698896	0.06954273
a11	0.004891081	0.0024728756	6.271875e-05	0.0010673748	0.0010084964	0.029627468	0.23674493	0.2024452	0.29174495	0.22252391	0.0074110148
a35	0.0035342094	0.0018312117	3.0406658e-05	0.00042319018	0.00036205596	0.009587646	0.04517263	0.2528871	0.5605371	0.124398544	0.0012358747
a8	0.00399055	0.0020090314	3.08307e-05	0.00044417867	0.00046624744	0.0066928	0.028816199	0.18603477	0.6352414	0.13410193	0.0021719763
a23	0.0052008214	0.0025432059	3.0660623e-05	0.000371084	0.00046601213	0.005146992	0.026999746	0.14648104	0.6769579	0.13327117	0.0025313878
a31	0.0067433678	0.0029447598	1.9693854e-05	0.00022089237	0.0003798297	0.0070937076	0.19223107	0.14456072	0.51152277	0.13210788	0.0021753504
a11	0.00462807	0.0029470988	0.00012854248	0.000754644	0.0011288548	0.0068950215	0.023452768	0.14541851	0.5714286	0.2373643	0.005853566
a10	0.0070629274	0.0039974214	0.0001732145	0.0005901176	0.0010989388	0.014578351	0.09385926	0.25800338	0.37052563	0.24696419	0.0031465448
a31	0.0072097443	0.004048769	0.00019853788	0.0003503638	0.0007489155	0.010487394	0.07065432	0.21772477	0.45359632	0.23250723	0.0024736885
a10	0.0051630475	0.0036182052	0.00032540935	0.0006281121	0.0016190012	0.034815043	0.5293633	0.24404773	0.02127517	0.15525198	0.0038929896
a35	0.0033333122	0.0032106326	0.000877641	0.00059829943	0.0017819352	0.012554262	0.45232296	0.27863887	0.014334654	0.2174842	0.014863297
a20	0.0037867075	0.0037813017	0.000420677	0.0004476068	0.0008124274	0.015116265	0.40031016	0.34069464	0.024250312	0.20735557	0.0030243604
a31	0.0031410467	0.0028479798	0.0009055036	0.00043054036	0.0014434814	0.010644545	0.5344181	0.22619	0.011991198	0.19493702	0.013050553
a20	0.006069758	0.00726642	0.0013285839	0.0017033148	0.0038765254	0.037001513	0.63582927	0.1777786	0.010975681	0.11200482	0.0061655664
a31	0.017709231	0.022347316	0.013878172	0.002942309	0.012223057	0.024772957	0.40889168	0.17449121	0.018659705	0.24044517	0.063639246
a35	0.09606549	0.15088108	0.105963886	0.015723892	0.03388367	0.037216056	0.22683826	0.21234544	0.02849386	0.058348853	0.03423949
a14	0.03941353	0.08446742	0.04744858	0.011033234	0.02738659	0.030426862	0.24968961	0.2026179	0.03891373	0.17134309	0.09725942
a37	0.02020255	0.04546102	0.021799004	0.010115247	0.047835324	0.057185903	0.44321632	0.2903287	0.0131582655	0.03479002	0.01590766
a19	0.027040001	0.05056538	0.027100101	0.007427163	0.032812897	0.043971445	0.48442665	0.24050163	0.016451597	0.051388815	0.018314265
a28	0.02245066	0.045417022	0.021776076	0.007583347	0.035441447	0.047005247	0.46664923	0.2631316	0.015392503	0.05459302	0.020559842
a21	0.025960824	0.06072563	0.02846636	0.013525447	0.063726395	0.065909	0.3746319	0.25700897	0.015510049	0.053556256	0.040979285
a11	0.024813477	0.055523526	0.026688285	0.010315503	0.047280475	0.053274784	0.43138486	0.25329545	0.016356844	0.05227117	0.028795557
a37	0.039475054	0.091878936	0.045954343	0.016113658	0.06233082	0.06021271	0.34818032	0.2161645	0.022318365	0.05572644	0.04164485
a29	0.049675383	0.118705675	0.059533305	0.021863516	0.07238141	0.06540251	0.28621998	0.18168142	0.028007526	0.06147127	0.055058047
